InvoiceDate,StockCode,Quantity,Quantity Prediction
2011-10-23,82486,9,8.929786
2011-10-23,22498,1,1.0535502
2011-10-23,22726,2,2.5774748
2011-10-23,23293,9,9.2695465
2011-10-23,22187,5,5.2560863
2011-10-23,17084P,25,24.992365
2011-10-23,23306,6,5.911165
2011-10-23,23284,14,13.654443
2011-10-23,23543,3,2.8298774
2011-10-23,21293,4,4.165322
2011-10-23,84997C,2,2.0971284
2011-10-23,22188,2,2.1452048
2011-10-23,22359,1,0.9060594
2011-10-23,21990,4,4.008225
2011-10-23,23166,1,1.7554669
2011-10-23,35648,6,6.222219
2011-10-23,23381,6,6.29364
2011-10-23,85054,1,0.8788748
2011-10-23,21828,3,2.85063
2011-10-23,22489,6,6.4846025
2011-10-23,23167,28,27.89156
2011-10-23,16169E,25,24.548727
2011-10-23,48173C,3,3.1052055
2011-10-23,22723,1,1.1312855
2011-10-23,35095A,12,12.055667
2011-10-23,21002,2,1.8764955
2011-10-23,21810,6,6.057272
2011-10-23,22617,4,4.0244627
2011-10-23,22661,2,3.2622192
2011-10-23,35646,6,6.0380893
2011-10-23,21811,8,8.398255
2011-10-23,84947,18,18.29384
2011-10-23,21980,12,12.046691
2011-10-23,22561,60,60.370197
2011-10-23,48184,2,2.0543785
2011-10-23,21650,7,6.8910027
2011-10-23,17012A,10,10.063187
2011-10-23,35819B,8,8.065963
2011-10-23,23559,2,2.0263884
2011-10-23,17012F,5,5.1532636
2011-10-23,85071D,4,4.0614395
2011-10-23,22865,7,7.3687825
2011-10-23,22175,1,1.0846635
2011-10-23,21823,33,33.2157
2011-10-23,23270,5,5.156099
2011-10-23,23542,1,0.9515171
2011-10-23,22564,1,1.1412238
2011-10-23,23579,3,0.0
2011-10-23,17003,60,58.884335
2011-10-23,23266,21,20.882269
2011-10-23,23569,2,0.0
2011-10-23,23283,8,8.273149
2011-10-23,23390,8,8.234698
2011-10-23,21818,54,53.982952
2011-10-23,22592,2,2.334078
2011-10-23,22707,25,24.996422
2011-10-23,22186,1,1.1915056
2011-10-23,17084N,50,49.79555
2011-10-23,22491,12,12.15293
2011-10-23,23047,1,1.0122313
2011-10-23,22628,1,0.9860779
2011-10-23,22662,10,9.797935
2011-10-23,22500,4,3.868986
2011-10-23,21481,6,6.313217
2011-10-23,23048,7,6.381347
2011-10-23,21060,3,2.9576852
2011-10-23,21975,3,3.2940884
2011-10-23,23016,1,1.0368109
2011-10-23,23301,21,21.015509
2011-10-23,21982,3,3.1181993
2011-10-23,22173,1,0.91749465
2011-10-23,22384,13,12.950539
2011-10-23,21992,24,24.012415
2011-10-23,23555,7,7.5821147
2011-10-23,23298,6,6.6969166
2011-10-23,21670,2,2.0473642
2011-10-23,23311,9,8.879793
2011-10-23,22176,1,1.1234809
2011-10-23,22695,1,1.0441862
2011-10-23,48129,2,2.0195472
2011-10-23,21908,1,2.7274795
2011-10-23,22712,36,36.283012
2011-10-23,23234,6,6.1475945
2011-10-23,35953,12,12.311259
2011-10-23,23486,3,0.0
2011-10-23,21262,2,1.8698938
2011-10-23,23336,1,0.9678488
2011-10-23,21617,9,9.126166
2011-10-23,46000S,2,2.1389105
2011-10-23,22470,13,12.988374
2011-10-23,22679,1,1.0750027
2011-10-23,15044C,4,4.0189757
2011-10-23,22306,13,13.29823
2011-10-23,23215,27,26.956532
2011-10-23,22639,6,5.983128
2011-10-23,22585,3,3.3728037
2011-10-23,22899,14,14.038273
2011-10-23,23214,2,2.3696172
2011-10-23,85049G,11,11.06985
2011-10-23,23337,1,0.8209946
2011-10-23,21367,3,3.1875298
2011-10-23,84884A,4,3.9966333
2011-10-23,22952,2,5.2775555
2011-10-23,21822,26,26.142162
2011-10-23,22598,12,12.021209
2011-10-23,85032B,12,11.978576
2011-10-23,22419,2,2.2763486
2011-10-23,22089,2,2.0318024
2011-10-23,23368,16,15.033135
2011-10-23,21136,16,15.461805
2011-10-23,22086,13,12.930999
2011-10-23,22307,6,6.035497
2011-10-23,22637,2,2.1286597
2011-10-23,22959,50,49.691555
2011-10-23,45013,1,0.0
2011-10-23,23219,2,2.2543707
2011-10-23,23490,16,15.787852
2011-10-23,20676,2,2.332201
2011-10-23,22666,11,11.17567
2011-10-23,22530,21,20.93337
2011-10-23,22575,10,10.009002
2011-10-23,22310,1,0.9040139
2011-10-23,23152,3,2.9011946
2011-10-23,23184,5,4.894098
2011-10-23,23335,2,2.059097
2011-10-23,23489,20,0.0
2011-10-23,47590B,2,2.162474
2011-10-23,23103,29,28.711184
2011-10-23,46000M,4,4.152333
2011-10-23,22766,8,8.038191
2011-10-23,22955,1,1.2211746
2011-10-23,22576,9,9.074149
2011-10-23,23487,2,2.3951054
2011-10-23,51014A,12,12.43344
2011-10-23,84692,3,2.845466
2011-10-23,23217,2,2.345704
2011-10-23,21917,2,2.0238423
2011-10-23,21261,1,0.99063516
2011-10-23,23150,2,1.9600875
2011-10-23,23482,13,0.0
2011-10-23,22531,11,11.119914
2011-10-23,72799F,1,1.1440849
2011-10-23,20679,2,2.2657704
2011-10-23,23148,42,42.319363
2011-10-23,85184C,2,2.1324153
2011-10-23,22947,1,1.3704323
2011-10-23,23209,8,8.712701
2011-10-23,21918,9,8.869255
2011-10-23,21260,4,3.7657113
2011-10-23,82616C,1,0.8831899
2011-10-23,22773,2,2.0644472
2011-10-23,23367,12,11.489034
2011-10-23,22774,12,12.0858
2011-10-23,21166,1,1.8594348
2011-10-23,22945,36,36.140163
2011-10-23,72760B,1,0.95961726
2011-10-23,23109,3,2.989108
2011-10-23,22092,3,2.5956113
2011-10-23,85049A,13,12.845859
2011-10-23,22295,22,21.911015
2011-10-23,16156S,25,22.941813
2011-10-23,22944,24,23.581486
2011-10-23,23470,5,4.908683
2011-10-23,84031B,1,0.9722781
2011-10-23,23208,1,1.664393
2011-10-23,23413,1,1.1933541
2011-10-23,21680,6,5.964716
2011-10-23,85169B,4,3.906095
2011-10-23,84077,48,45.845844
2011-10-23,22900,2,2.4299815
2011-10-23,23185,4,3.9882987
2011-10-23,22951,26,25.797152
2011-10-23,23338,1,1.135612
2011-10-23,22210,2,2.133051
2011-10-23,22577,18,17.897865
2011-10-23,23106,2,2.0316894
2011-10-23,20712,1,1.6576633
2011-10-23,22090,4,4.0713954
2011-10-23,21932,4,4.073791
2011-10-23,84507C,5,4.9748816
2011-10-23,23411,1,0.79276836
2011-10-23,21368,2,1.9544103
2011-10-23,22950,2,3.148385
2011-10-23,22142,12,12.273364
2011-10-23,23212,3,3.9413893
2011-10-23,23480,2,4.036903
2011-10-23,21232,6,5.9185867
2011-10-23,23339,1,1.0673802
2011-10-23,23107,8,8.036579
2011-10-23,82583,2,4.411879
2011-10-23,23211,13,13.206738
2011-10-23,21167,50,50.116844
2011-10-23,22641,3,3.0260756
2011-10-23,23210,18,18.20732
2011-10-23,22091,5,4.6062393
2011-10-23,21733,2,2.279646
2011-10-23,23491,14,2.219304
2011-10-23,72802C,4,3.643614
2011-10-23,22312,2,1.8473704
2011-10-23,21523,1,0.9763496
2011-10-23,23182,5,4.964463
2011-10-23,23093,4,4.1542597
2011-10-23,22572,11,11.018698
2011-10-23,72818,30,29.368238
2011-10-23,22074,3,3.1329935
2011-10-23,22586,3,2.8569474
2011-10-23,22665,1,1.1203724
2011-10-23,23156,1,1.595705
2011-10-23,23502,3,2.9965389
2011-10-23,21159,2,1.8065685
2011-10-23,22475,1,0.87167513
2011-10-23,22965,1,0.9372443
2011-10-23,23329,2,1.963398
2011-10-23,22754,6,6.166671
2011-10-23,72817,9,9.258867
2011-10-23,22075,1,1.0943656
2011-10-23,23229,2,2.047841
2011-10-23,21754,6,5.995809
2011-10-23,85169A,4,3.9951825
2011-10-23,23501,36,36.763588
2011-10-23,22147,9,8.355198
2011-10-23,23096,4,4.108397
2011-10-23,82582,2,2.0103807
2011-10-23,22755,7,7.1068583
2011-10-23,21876,2,1.9890957
2011-10-23,23406,1,1.0348499
2011-10-23,22326,4,4.549321
2011-10-23,84510A,2,1.8863384
2011-10-23,23505,2,2.2171474
2011-10-23,22751,1,1.1560873
2011-10-23,15056N,2,2.3110564
2011-10-23,21673,3,3.4858122
2011-10-23,22522,5,5.0973544
2011-10-23,22683,1,0.96007
2011-10-23,85199S,1,2.0114918
2011-10-23,M,2,1.8350145
2011-10-23,84952B,3,3.1153889
2011-10-23,22655,1,1.2307012
2011-10-23,22523,5,5.1031394
2011-10-23,85099C,2,2.3081994
2011-10-23,47591D,8,7.934523
2011-10-23,21875,1,1.1191539
2011-10-23,22327,2,1.9009032
2011-10-23,21135,19,19.303856
2011-10-23,21755,3,2.7949667
2011-10-23,20981,4,3.9882908
2011-10-23,22966,11,10.716417
2011-10-23,21620,7,6.974755
2011-10-23,85038,6,5.9391026
2011-10-23,23328,2,2.168873
2011-10-23,22753,1,0.9288256
2011-10-23,22897,2,1.9699892
2011-10-23,23503,7,7.5226912
2011-10-23,21934,2,2.1633098
2011-10-23,21880,12,11.905088
2011-10-23,22964,2,2.069449
2011-10-23,23330,6,6.165759
2011-10-23,23332,12,12.131272
2011-10-23,84006,3,3.0343742
2011-10-23,22681,2,1.9771103
2011-10-23,23494,2,2.0528193
2011-10-23,21900,6,6.1180415
2011-10-23,21231,4,3.9769037
2011-10-23,22759,2,2.3007033
2011-10-23,84992,4,4.1491513
2011-10-23,21155,22,22.012579
2011-10-23,23101,9,9.217509
2011-10-23,85099F,2,2.867776
2011-10-23,21745,8,8.02227
2011-10-23,22654,1,0.8859366
2011-10-23,23493,13,13.243062
2011-10-23,21618,6,5.991097
2011-10-23,22314,2,1.8918583
2011-10-23,20914,3,3.0736728
2011-10-23,22313,2,2.9448247
2011-10-23,22144,13,13.2643795
2011-10-23,22960,9,9.002509
2011-10-23,22574,11,11.132958
2011-10-23,23102,12,11.929085
2011-10-23,72803A,2,0.0
2011-10-23,22208,2,2.0205233
2011-10-23,22082,3,3.0437248
2011-10-23,22961,36,35.44957
2011-10-23,23500,60,60.1636
2011-10-23,23224,6,6.321299
2011-10-23,22079,5,4.909134
2011-10-23,85049H,3,2.8946023
2011-10-23,22324,2,1.9172931
2011-10-23,22756,4,3.8716407
2011-10-23,20754,9,8.979248
2011-10-23,22963,8,7.883455
2011-10-23,23499,14,0.0
2011-10-23,22757,2,1.8406184
2011-10-23,23226,11,11.126651
2011-10-23,84031A,1,0.7442849
2011-10-23,84974,2,2.00985
2011-10-23,84535B,4,4.0325537
2011-10-23,21933,3,3.1694314
2011-10-23,20725,14,15.243395
2011-10-23,22573,9,9.012156
2011-10-23,22077,7,7.6196804
2011-10-23,22962,2,2.0075028
2011-10-23,22758,2,1.9494163
2011-10-23,48194,2,2.0358443
2011-10-23,23225,3,3.6752007
2011-10-23,85194S,4,4.2872047
2011-10-23,21619,12,11.884146
2011-10-23,23100,26,26.089102
2011-10-23,22078,3,2.8872714
2011-10-23,90180A,6,6.2513537
2011-10-23,20979,1,1.1947141
2011-10-23,21524,2,1.9488873
2011-10-23,22069,3,2.805245
2011-10-23,22294,2,2.8617482
2011-10-23,22141,17,16.999588
2011-10-23,23350,6,5.9234595
2011-10-23,22581,6,6.2921367
2011-10-23,21891,3,3.294142
2011-10-23,21713,1,1.0725344
2011-10-23,22907,7,6.7144017
2011-10-23,85035A,18,18.073357
2011-10-23,22113,12,11.930065
2011-10-23,85036B,6,5.8840737
2011-10-23,22798,6,5.942754
2011-10-23,23351,16,15.708606
2011-10-23,22799,2,1.8953454
2011-10-23,23436,3,3.3114634
2011-10-23,22602,12,12.02065
2011-10-23,22800,4,3.9266694
2011-10-23,22584,3,3.2438366
2011-10-23,23198,9,9.062271
2011-10-23,85035B,4,4.171024
2011-10-23,22114,10,10.22401
2011-10-23,23434,4,3.7039654
2011-10-23,22582,3,2.7496393
2011-10-23,22670,1,1.3150942
2011-10-23,22600,12,11.914475
2011-10-23,23352,4,4.083656
2011-10-23,21929,2,2.2875748
2011-10-23,90124A,2,0.5428146
2011-10-23,85124C,1,1.0944383
2011-10-23,23199,3,3.184367
2011-10-23,22796,1,0.9229506
2011-10-23,72232,12,12.204444
2011-10-23,23348,1,0.99939084
2011-10-23,22268,2,2.504938
2011-10-23,22110,6,6.0801454
2011-10-23,22646,4,4.187871
2011-10-23,21715,8,8.015116
2011-10-23,23419,2,2.073758
2011-10-23,22549,3,2.916755
2011-10-23,22267,1,1.5352097
2011-10-23,21379,2,1.9873917
2011-10-23,21592,1,1.0317442
2011-10-23,22111,14,13.984044
2011-10-23,21068,1,1.1514317
2011-10-23,23349,3,3.048324
2011-10-23,22795,3,2.992309
2011-10-23,47559B,4,3.9064655
2011-10-23,22466,2,2.0297453
2011-10-23,22424,2,1.9271955
2011-10-23,85124B,2,1.9700468
2011-10-23,23437,8,8.292599
2011-10-23,23200,2,2.3211954
2011-10-23,22112,7,7.2799606
2011-10-23,23190,3,3.103335
2011-10-23,47563A,5,4.9466195
2011-10-23,22457,8,8.255205
2011-10-23,22537,4,4.0303125
2011-10-23,23433,6,6.026801
2011-10-23,23197,2,2.0971434
2011-10-23,23191,4,4.2237563
2011-10-23,22121,6,6.060996
2011-10-23,20974,4,4.178696
2011-10-23,22914,1,1.0470066
2011-10-23,23138,16,16.229322
2011-10-23,21892,2,2.1918693
2011-10-23,47566B,5,5.1539326
2011-10-23,71270,1,0.9843428
2011-10-23,23136,2,2.1907194
2011-10-23,22809,7,7.05565
2011-10-23,20727,13,13.073763
2011-10-23,85049C,11,10.954047
2011-10-23,23424,8,8.0935755
2011-10-23,22428,5,4.846799
2011-10-23,23355,17,16.995604
2011-10-23,21704,3,3.4216318
2011-10-23,22910,6,6.330873
2011-10-23,22810,8,7.7325478
2011-10-23,23133,2,2.317706
2011-10-23,84536A,6,5.989826
2011-10-23,23193,2,2.07524
2011-10-23,21163,2,1.793762
2011-10-23,21928,1,1.2628708
2011-10-23,22911,2,1.9630402
2011-10-23,22812,3,3.4477031
2011-10-23,23356,13,13.197288
2011-10-23,84970S,12,12.094646
2011-10-23,23439,21,20.730165
2011-10-23,23354,24,23.920673
2011-10-23,21580,2,2.0181308
2011-10-23,20975,6,6.476205
2011-10-23,23129,1,1.027323
2011-10-23,22118,2,2.016892
2011-10-23,23140,12,12.026568
2011-10-23,21041,2,1.9472201
2011-10-23,21212,28,28.493216
2011-10-23,23353,4,4.2771406
2011-10-23,21577,2,1.9834996
2011-10-23,22804,3,2.9411554
2011-10-23,84828,2,1.8234336
2011-10-23,22219,15,14.888598
2011-10-23,23130,1,1.1941811
2011-10-23,21578,4,4.021935
2011-10-23,22227,10,10.108062
2011-10-23,22550,2,2.028731
2011-10-23,21154,5,4.7598534
2011-10-23,23431,12,11.991455
2011-10-23,23196,6,5.8406167
2011-10-23,22909,3,3.5317705
2011-10-23,22119,2,1.922576
2011-10-23,23357,6,6.336419
2011-10-23,85035C,12,11.875182
2011-10-23,22583,3,3.0244396
2011-10-23,23131,21,21.262236
2011-10-23,22806,1,1.0758957
2011-10-23,21380,2,1.8881941
2011-10-23,22792,2,2.0661793
2011-10-23,21378,1,1.0414106
2011-10-23,21716,8,8.087856
2011-10-23,20682,5,4.902424
2011-10-23,23461,6,6.0535035
2011-10-23,21883,12,11.984899
2011-10-23,47421,4,4.036959
2011-10-23,22940,13,13.144318
2011-10-23,23366,54,54.504093
2011-10-23,22283,3,2.9384437
2011-10-23,22139,1,1.1524307
2011-10-23,72598,5,4.8761315
2011-10-23,84879,59,58.595634
2011-10-23,47469,2,3.5333567
2011-10-23,85034A,14,14.0110445
2011-10-23,23460,1,0.0
2011-10-23,22780,3,2.9246693
2011-10-23,22551,4,4.442842
2011-10-23,47471,1,1.2371818
2011-10-23,20749,4,3.7849374
2011-10-23,22676,1,0.8841182
2011-10-23,85183A,3,3.0765216
2011-10-23,21899,6,6.115005
2011-10-23,23415,14,14.053517
2011-10-23,23205,24,24.223475
2011-10-23,21888,2,2.110838
2011-10-23,21259,8,8.047043
2011-10-23,23344,16,16.68184
2011-10-23,21034,17,16.941153
2011-10-23,23188,1,1.2836025
2011-10-23,22093,5,5.279442
2011-10-23,22211,3,3.015965
2011-10-23,21137,2,2.1767075
2011-10-23,22469,17,16.60715
2011-10-23,21731,2,2.8084366
2011-10-23,23469,7,7.215981
2011-10-23,23342,1,0.914065
2011-10-23,22421,5,5.04907
2011-10-23,22818,48,48.26664
2011-10-23,21616,1,1.0157896
2011-10-23,22578,10,9.992928
2011-10-23,85036C,12,12.048475
2011-10-23,22776,1,0.98091507
2011-10-23,16236,28,28.076056
2011-10-23,85183B,3,2.974638
2011-10-23,47590A,2,1.9276303
2011-10-23,22287,1,1.7053167
2011-10-23,21080,1,1.9659352
2011-10-23,23147,10,10.114823
2011-10-23,22286,1,1.7328827
2011-10-23,23206,3,4.211876
2011-10-23,23187,6,6.283901
2011-10-23,23343,1,0.8832412
2011-10-23,23462,2,0.0
2011-10-23,22779,3,3.0855343
2011-10-23,21411,4,3.9269009
2011-10-23,21931,1,1.6792996
2011-10-23,22534,22,21.839247
2011-10-23,22643,3,3.0414846
2011-10-23,47480,1,1.2563218
2011-10-23,84988,7,7.1104803
2011-10-23,20969,2,2.0895002
2011-10-23,22580,6,5.848394
2011-10-23,21615,6,6.14097
2011-10-23,21889,9,8.710796
2011-10-23,22467,5,4.917027
2011-10-23,22536,3,2.8718
2011-10-23,23418,4,3.9654732
2011-10-23,20685,2,2.1124837
2011-10-23,22212,6,5.9791446
2011-10-23,22423,6,6.5040884
2011-10-23,22791,8,8.283627
2011-10-23,23202,5,5.1807857
2011-10-23,21377,2,1.9761351
2011-10-23,22667,3,3.1831465
2011-10-23,22816,24,24.099667
2011-10-23,85049E,12,11.906421
2011-10-23,21559,2,2.4087946
2011-10-23,15044D,5,4.8613925
2011-10-23,22271,3,2.9663672
2011-10-23,23118,2,1.8623093
2011-10-23,23360,4,3.9963057
2011-10-23,47518F,1,1.3776045
2011-10-23,22906,5,4.872916
2011-10-23,85123A,63,63.08063
2011-10-23,85034C,12,12.015865
2011-10-23,23445,20,19.725266
2011-10-23,22599,12,12.164638
2011-10-23,22273,1,0.0
2011-10-23,84832,9,8.910672
2011-10-23,23456,2,1.7817067
2011-10-23,22468,1,1.047123
2011-10-23,22579,10,10.7459
2011-10-23,72369A,18,19.065063
2011-10-23,23455,4,3.1817486
2011-10-23,51014L,12,11.987564
2011-10-23,90124C,2,2.4107132
2011-10-23,23204,2,2.426146
2011-10-23,22097,2,1.5680937
2011-10-23,21375,1,1.2639832
2011-10-23,22784,2,2.0078716
2011-10-23,20735,4,3.456421
2011-10-23,22430,1,0.97001374
2011-10-23,15056BL,3,2.9593737
2011-10-23,21376,1,1.1877748
2011-10-23,22604,11,11.000885
2011-10-23,23417,1,1.2063957
2011-10-23,22099,3,1.0360638
2011-10-23,23452,2,1.6083871
2011-10-23,21558,2,2.145637
2011-10-23,22274,1,0.99173653
2011-10-23,22138,10,10.148104
2011-10-23,23451,2,1.9481877
2011-10-23,23203,10,10.796644
2011-10-23,23447,1,0.0
2011-10-23,21718,16,15.981534
2011-10-23,16046,3,3.116295
2011-10-23,22991,6,6.1158853
2011-10-23,22834,4,4.429157
2011-10-23,84380,8,7.8403068
2011-10-23,21014,10,10.183636
2011-10-23,84836,7,7.086779
2011-10-23,23528,1,1.0239472
2011-10-23,23158,24,24.23529
2011-10-23,21790,12,12.100983
2011-10-23,47599A,3,3.042702
2011-10-23,21329,4,4.042979
2011-10-23,21242,2,3.029869
2011-10-23,23254,2,2.1326432
2011-10-23,21871,1,1.4033227
2011-10-23,22587,5,5.008786
2011-10-23,21351,1,1.1370276
2011-10-23,22436,10,10.018921
2011-10-23,23321,24,24.031837
2011-10-23,23085,5,5.1968675
2011-10-23,22838,1,1.1244252
2011-10-23,22338,6,4.9644585
2011-10-23,21866,2,1.8733958
2011-10-23,22734,4,4.3794785
2011-10-23,22735,5,5.0633607
2011-10-23,23377,24,23.974028
2011-10-23,21867,1,1.2701693
2011-10-23,21625,5,4.9497657
2011-10-23,22339,6,5.976725
2011-10-23,22479,10,10.313981
2011-10-23,22839,1,1.044984
2011-10-23,23243,8,8.343124
2011-10-23,20903,1,1.1005615
2011-10-23,23242,1,1.1927829
2011-10-23,85099B,7,8.050451
2011-10-23,22595,12,13.585273
2011-10-23,84792,2,1.9139767
2011-10-23,79321,5,5.0934963
2011-10-23,82581,26,26.316538
2011-10-23,23513,3,3.5084255
2011-10-23,22555,1,1.7470295
2011-10-23,37413,23,23.391579
2011-10-23,22893,11,11.293424
2011-10-23,23529,1,1.5327954
2011-10-23,84596F,2,2.039515
2011-10-23,22151,41,40.484287
2011-10-23,23161,12,12.088804
2011-10-23,22630,4,4.4423127
2011-10-23,23078,60,60.281868
2011-10-23,23510,2,1.6243906
2011-10-23,22335,8,8.031725
2011-10-23,22515,4,3.8270333
2011-10-23,81952V,1,1.1464695
2011-10-23,21391,6,6.002958
2011-10-23,22158,21,21.017015
2011-10-23,23314,2,2.25925
2011-10-23,23256,2,1.9730284
2011-10-23,22835,7,7.1842036
2011-10-23,84510E,2,2.1881716
2011-10-23,23238,2,2.0207655
2011-10-23,21352,4,3.9867282
2011-10-23,21213,2,2.8617687
2011-10-23,21864,2,2.1034937
2011-10-23,23403,3,2.9808998
2011-10-23,22732,3,3.0858366
2011-10-23,21429,4,4.0288544
2011-10-23,22633,14,13.861354
2011-10-23,21775,1,1.0018429
2011-10-23,21915,12,11.577461
2011-10-23,23240,1,1.4458542
2011-10-23,21865,1,1.0428331
2011-10-23,84912B,1,0.94763803
2011-10-23,22152,10,10.022602
2011-10-23,23399,3,3.2354002
2011-10-23,23255,1,1.0300394
2011-10-23,21902,14,14.22266
2011-10-23,21774,1,1.0356183
2011-10-23,22569,2,1.8833892
2011-10-23,22733,6,6.2782855
2011-10-23,79066K,1,0.9861789
2011-10-23,23239,5,5.165836
2011-10-23,22514,4,3.6812673
2011-10-23,21621,11,11.135432
2011-10-23,23375,6,6.21595
2011-10-23,22045,25,24.707266
2011-10-23,21504,24,23.982912
2011-10-23,85014B,4,4.1035933
2011-10-23,79191C,4,4.1715755
2011-10-23,23376,6,6.6865525
2011-10-23,22556,1,1.7257077
2011-10-23,22411,2,2.6644115
2011-10-23,22349,2,1.9006196
2011-10-23,22068,2,2.0466967
2011-10-23,35970,12,12.060971
2011-10-23,22659,6,5.560289
2011-10-23,22029,24,23.487797
2011-10-23,20898,5,4.98284
2011-10-23,23245,2,2.6575484
2011-10-23,84949,6,6.31712
2011-10-23,21624,2,1.8425112
2011-10-23,23518,3,3.6552799
2011-10-23,21788,6,5.735397
2011-10-23,22979,1,1.0544428
2011-10-23,22037,24,24.302328
2011-10-23,22738,2,2.2852209
2011-10-23,22350,3,3.2033565
2011-10-23,22663,5,5.203255
2011-10-23,22739,11,11.00147
2011-10-23,20970,6,5.7711954
2011-10-23,22193,3,2.885091
2011-10-23,22840,2,2.090584
2011-10-23,22481,4,3.9470572
2011-10-23,22981,1,1.1963152
2011-10-23,23318,3,3.674858
2011-10-23,21499,25,24.961542
2011-10-23,23249,3,3.2056096
2011-10-23,22690,2,1.9303646
2011-10-23,22154,20,20.237835
2011-10-23,21789,6,5.7472296
2011-10-23,22980,2,2.0690186
2011-10-23,22568,2,2.1567235
2011-10-23,21289,16,15.654407
