InvoiceDate,StockCode,Quantity,Quantity Prediction
2011-10-23,23093,4,4.5379663
2011-10-23,22572,11,11.786551
2011-10-23,72818,30,35.30485
2011-10-23,22074,3,3.8076339
2011-10-23,22586,3,4.705215
2011-10-23,22665,1,1.441934
2011-10-23,23156,1,4.865027
2011-10-23,23502,3,3.5378575
2011-10-23,21159,2,2.4779792
2011-10-23,22475,1,1.8067507
2011-10-23,22965,1,1.5725282
2011-10-23,23329,2,3.181748
2011-10-23,22754,6,6.481481
2011-10-23,72817,9,11.931265
2011-10-23,22075,1,1.6598209
2011-10-23,23229,2,3.52105
2011-10-23,21754,6,6.713557
2011-10-23,85169A,4,4.096604
2011-10-23,23501,36,44.214134
2011-10-23,22147,9,8.852905
2011-10-23,23096,4,7.5480866
2011-10-23,82582,2,2.6047215
2011-10-23,22755,7,7.007728
2011-10-23,21876,2,4.6442304
2011-10-23,23406,1,1.3543895
2011-10-23,22326,4,14.070686
2011-10-23,84510A,2,2.2265248
2011-10-23,23505,2,2.9493585
2011-10-23,22751,1,1.9839166
2011-10-23,15056N,2,3.0413256
2011-10-23,21673,3,7.236897
2011-10-23,22522,5,5.8648534
2011-10-23,22683,1,1.3850139
2011-10-23,85199S,1,3.5327592
2011-10-23,M,2,0.0
2011-10-23,84952B,3,2.9371457
2011-10-23,22655,1,1.3149112
2011-10-23,22523,5,5.684053
2011-10-23,85099C,2,5.1590085
2011-10-23,47591D,8,8.1769905
2011-10-23,21875,1,1.4357156
2011-10-23,22327,2,2.7873254
2011-10-23,21135,19,20.87275
2011-10-23,21755,3,3.9299226
2011-10-23,20981,4,6.472544
2011-10-23,22966,11,20.852375
2011-10-23,21620,7,7.6048727
2011-10-23,85038,6,7.2588334
2011-10-23,23328,2,3.035252
2011-10-23,22753,1,1.3065351
2011-10-23,22897,2,2.6683564
2011-10-23,23503,7,16.422325
2011-10-23,21934,2,3.5841622
2011-10-23,21880,12,12.956963
2011-10-23,22964,2,2.362289
2011-10-23,23330,6,7.694464
2011-10-23,23332,12,13.710344
2011-10-23,84006,3,2.9110074
2011-10-23,22681,2,2.6128173
2011-10-23,23494,2,3.942593
2011-10-23,21900,6,6.6101193
2011-10-23,21231,4,9.471769
2011-10-23,22759,2,10.139587
2011-10-23,84992,4,9.644585
2011-10-23,21155,22,23.323395
2011-10-23,23101,9,12.6897545
2011-10-23,85099F,2,11.272987
2011-10-23,21745,8,9.260168
2011-10-23,22654,1,1.4205326
2011-10-23,23493,13,20.246662
2011-10-23,21618,6,7.3051105
2011-10-23,22314,2,2.8551316
2011-10-23,20914,3,5.3320537
2011-10-23,22313,2,6.959313
2011-10-23,22144,13,19.175318
2011-10-23,22960,9,11.928959
2011-10-23,22574,11,15.231933
2011-10-23,23102,12,13.660978
2011-10-23,72803A,2,0.0
2011-10-23,22208,2,3.262383
2011-10-23,22082,3,4.955816
2011-10-23,22961,36,42.894844
2011-10-23,23500,60,68.075096
2011-10-23,23224,6,7.94961
2011-10-23,22079,5,5.917826
2011-10-23,85049H,3,3.135653
2011-10-23,22324,2,2.8616567
2011-10-23,22756,4,3.822618
2011-10-23,20754,9,9.798358
2011-10-23,22963,8,10.089037
2011-10-23,23499,14,4.703543
2011-10-23,22757,2,2.049317
2011-10-23,23226,11,11.765311
2011-10-23,84031A,1,1.7648529
2011-10-23,84974,2,2.15968
2011-10-23,84535B,4,7.6419683
2011-10-23,21933,3,3.3443828
2011-10-23,20725,14,21.962309
2011-10-23,22573,9,13.052479
2011-10-23,22077,7,16.683708
2011-10-23,22962,2,3.930718
2011-10-23,22758,2,2.2355847
2011-10-23,48194,2,2.7317948
2011-10-23,23225,3,9.909918
2011-10-23,85194S,4,8.74354
2011-10-23,21619,12,14.049557
2011-10-23,23100,26,30.375984
2011-10-23,22078,3,3.6553106
2011-10-23,90180A,6,4.8086133
2011-10-23,20979,1,2.9395509
2011-10-23,21524,2,2.5102243
2011-10-23,22069,3,3.6788697
2011-10-23,22294,2,4.500671
2011-10-23,22141,17,22.85316
2011-10-23,23350,6,13.755148
2011-10-23,22581,6,9.7164955
2011-10-23,21891,3,6.0036016
2011-10-23,21713,1,1.2179035
2011-10-23,22907,7,8.785025
2011-10-23,85035A,18,19.561934
2011-10-23,22113,12,14.2754965
2011-10-23,85036B,6,5.4711804
2011-10-23,22798,6,6.622988
2011-10-23,23351,16,20.81418
2011-10-23,22799,2,1.9212669
2011-10-23,23436,3,5.1960588
2011-10-23,22602,12,16.841955
2011-10-23,22800,4,4.1891084
2011-10-23,22584,3,3.8170562
2011-10-23,23198,9,12.731243
2011-10-23,85035B,4,4.5656266
2011-10-23,22114,10,15.524672
2011-10-23,23434,4,7.7940297
2011-10-23,22582,3,3.2743258
2011-10-23,22670,1,2.0308805
2011-10-23,22600,12,14.371695
2011-10-23,23352,4,7.381596
2011-10-23,21929,2,3.9099746
2011-10-23,90124A,2,0.0
2011-10-23,85124C,1,1.8939022
2011-10-23,23199,3,15.414658
2011-10-23,22796,1,1.4807943
2011-10-23,72232,12,17.003023
2011-10-23,23348,1,1.5970825
2011-10-23,22268,2,7.017449
2011-10-23,22110,6,7.172404
2011-10-23,22646,4,6.4156966
2011-10-23,21715,8,8.475672
2011-10-23,23419,2,2.6961408
2011-10-23,22549,3,4.879107
2011-10-23,22267,1,5.019753
2011-10-23,21379,2,3.04811
2011-10-23,21592,1,2.3944607
2011-10-23,22111,14,17.783352
2011-10-23,21068,1,1.2873989
2011-10-23,23349,3,6.9222856
2011-10-23,22795,3,3.3216825
2011-10-23,47559B,4,3.8662686
2011-10-23,22466,2,4.990731
2011-10-23,22424,2,2.7702603
2011-10-23,85124B,2,2.4099565
2011-10-23,23437,8,11.844404
2011-10-23,23200,2,3.8827252
2011-10-23,22112,7,15.427931
2011-10-23,23190,3,4.858849
2011-10-23,47563A,5,4.4807305
2011-10-23,22457,8,12.7394705
2011-10-23,22537,4,6.1695657
2011-10-23,23433,6,7.59681
2011-10-23,23197,2,2.5689158
2011-10-23,23191,4,6.1101804
2011-10-23,22121,6,6.276868
2011-10-23,20974,4,10.219339
2011-10-23,22914,1,1.369716
2011-10-23,23138,16,16.41259
2011-10-23,21892,2,5.9447227
2011-10-23,47566B,5,4.6224732
2011-10-23,71270,1,1.5711082
2011-10-23,23136,2,2.057713
2011-10-23,22809,7,8.787079
2011-10-23,20727,13,17.3298
2011-10-23,85049C,11,10.942553
2011-10-23,23424,8,9.523918
2011-10-23,22428,5,5.156853
2011-10-23,23355,17,23.433937
2011-10-23,21704,3,7.922587
2011-10-23,22910,6,14.896961
2011-10-23,22810,8,8.782621
2011-10-23,23133,2,4.1945424
2011-10-23,84536A,6,6.5148225
2011-10-23,23193,2,2.0686774
2011-10-23,21163,2,3.3615375
2011-10-23,21928,1,6.1605325
2011-10-23,22911,2,1.9664329
2011-10-23,22812,3,7.252583
2011-10-23,23356,13,15.615608
2011-10-23,84970S,12,16.209988
2011-10-23,23439,21,22.829233
2011-10-23,23354,24,31.978786
2011-10-23,21580,2,2.2164922
2011-10-23,20975,6,12.439934
2011-10-23,23129,1,2.1058707
2011-10-23,22118,2,2.150107
2011-10-23,23140,12,11.959819
2011-10-23,21041,2,2.3762226
2011-10-23,21212,28,42.043526
2011-10-23,23353,4,10.610033
2011-10-23,21577,2,2.9042363
2011-10-23,22804,3,5.1730886
2011-10-23,84828,2,2.353209
2011-10-23,22219,15,16.267668
2011-10-23,23130,1,2.9890542
2011-10-23,21578,4,4.2072616
2011-10-23,22227,10,12.324861
2011-10-23,22550,2,2.5907464
2011-10-23,21154,5,5.535448
2011-10-23,23431,12,12.83946
2011-10-23,23196,6,7.51179
2011-10-23,22909,3,15.367199
2011-10-23,22119,2,2.2103586
2011-10-23,23357,6,6.0039964
2011-10-23,85035C,12,14.136063
2011-10-23,22583,3,3.1505132
2011-10-23,23131,21,21.800365
2011-10-23,22806,1,1.5811266
2011-10-23,21380,2,2.8819494
2011-10-23,22792,2,2.585301
2011-10-23,21378,1,1.6628736
2011-10-23,21716,8,8.412054
2011-10-23,20682,5,7.0128245
2011-10-23,23461,6,6.452563
2011-10-23,21883,12,13.751499
2011-10-23,47421,4,5.1850934
2011-10-23,22940,13,14.231378
2011-10-23,23366,54,57.653576
2011-10-23,22283,3,3.182672
2011-10-23,22139,1,5.894236
2011-10-23,72598,5,6.0839906
2011-10-23,84879,59,79.17954
2011-10-23,47469,2,4.873194
2011-10-23,85034A,14,15.263124
2011-10-23,23460,1,1.7998317
2011-10-23,22780,3,3.2520957
2011-10-23,22551,4,9.324461
2011-10-23,47471,1,1.3361095
2011-10-23,20749,4,4.9586363
2011-10-23,22676,1,1.1898187
2011-10-23,85183A,3,3.019259
2011-10-23,21899,6,6.7089534
2011-10-23,23415,14,14.569244
2011-10-23,23205,24,34.269096
2011-10-23,21888,2,3.833366
2011-10-23,21259,8,9.285261
2011-10-23,23344,16,31.179428
2011-10-23,21034,17,19.242699
2011-10-23,23188,1,3.0225587
2011-10-23,22093,5,10.690541
2011-10-23,22211,3,3.9221597
2011-10-23,21137,2,6.54612
2011-10-23,22469,17,24.778831
2011-10-23,21731,2,13.654545
2011-10-23,23469,7,10.434837
2011-10-23,23342,1,1.5694641
2011-10-23,22421,5,5.114885
2011-10-23,22818,48,53.3575
2011-10-23,21616,1,1.3796595
2011-10-23,22578,10,25.594116
2011-10-23,85036C,12,11.925442
2011-10-23,22776,1,1.3286852
2011-10-23,16236,28,30.04058
2011-10-23,85183B,3,3.0523915
2011-10-23,47590A,2,2.3501477
2011-10-23,22287,1,4.76084
2011-10-23,21080,1,6.6904655
2011-10-23,23147,10,11.222404
2011-10-23,22286,1,5.3612294
2011-10-23,23206,3,7.12843
2011-10-23,23187,6,9.440048
2011-10-23,23343,1,5.1078744
2011-10-23,23462,2,2.2847152
2011-10-23,22779,3,3.7239919
2011-10-23,21411,4,4.572315
2011-10-23,21931,1,4.0728145
2011-10-23,22534,22,23.827782
2011-10-23,22643,3,3.2751288
2011-10-23,47480,1,1.646273
2011-10-23,84988,7,8.492832
2011-10-23,20969,2,4.059595
2011-10-23,22580,6,7.4668574
2011-10-23,21615,6,7.2194223
2011-10-23,21889,9,14.72284
2011-10-23,22467,5,7.7168937
2011-10-23,22536,3,5.3117547
2011-10-23,23418,4,5.575461
2011-10-23,20685,2,3.448784
2011-10-23,22212,6,6.4956145
2011-10-23,22423,6,13.5205
2011-10-23,22791,8,14.962954
2011-10-23,23202,5,7.665934
2011-10-23,21377,2,2.3476067
2011-10-23,22667,3,5.7960544
2011-10-23,22816,24,29.320429
2011-10-23,85049E,12,14.90423
2011-10-23,21559,2,6.3150945
2011-10-23,15044D,5,8.191522
2011-10-23,22271,3,4.1184144
2011-10-23,23118,2,3.4447665
2011-10-23,23360,4,5.9679494
2011-10-23,47518F,1,3.3146043
2011-10-23,22906,5,5.3217664
2011-10-23,85123A,63,68.954475
2011-10-23,85034C,12,14.544989
2011-10-23,23445,20,28.715631
2011-10-23,22599,12,18.434961
2011-10-23,22273,1,0.0
2011-10-23,84832,9,18.120312
2011-10-23,23456,2,1.6133341
2011-10-23,22468,1,1.3868936
2011-10-23,22579,10,22.898186
2011-10-23,72369A,18,16.802618
2011-10-23,23455,4,3.0863729
2011-10-23,51014L,12,14.001226
2011-10-23,90124C,2,0.0
2011-10-23,23204,2,8.402142
2011-10-23,22097,2,5.785847
2011-10-23,21375,1,1.1982392
2011-10-23,22784,2,2.1791482
2011-10-23,20735,4,4.27885
2011-10-23,22430,1,1.2960657
2011-10-23,15056BL,3,3.939697
2011-10-23,21376,1,1.2787446
2011-10-23,22604,11,11.694614
2011-10-23,23417,1,1.7595009
2011-10-23,22099,3,10.441879
2011-10-23,23452,2,2.0159955
2011-10-23,21558,2,4.5822453
2011-10-23,22274,1,2.7117648
2011-10-23,22138,10,14.177589
2011-10-23,23451,2,1.7056488
2011-10-23,23203,10,14.694588
2011-10-23,23447,1,1.1515459
2011-10-23,21718,16,16.468073
2011-10-23,16046,3,4.5128875
2011-10-23,22991,6,7.969073
2011-10-23,22834,4,5.2209067
2011-10-23,84380,8,15.328117
2011-10-23,21014,10,16.132528
2011-10-23,84836,7,9.346401
2011-10-23,23528,1,1.7308677
2011-10-23,23158,24,27.467638
2011-10-23,21790,12,19.68771
2011-10-23,47599A,3,4.7230306
2011-10-23,21329,4,4.933203
2011-10-23,21242,2,6.8060927
2011-10-23,23254,2,2.5319667
2011-10-23,21871,1,2.920175
2011-10-23,22587,5,6.253959
2011-10-23,21351,1,1.4490031
2011-10-23,22436,10,12.432039
2011-10-23,23321,24,25.941366
2011-10-23,23085,5,5.243604
2011-10-23,22838,1,1.3712457
2011-10-23,22338,6,10.6929455
2011-10-23,21866,2,2.7568216
2011-10-23,22734,4,8.863319
2011-10-23,22735,5,6.8682914
2011-10-23,23377,24,26.79892
2011-10-23,21867,1,1.0859536
2011-10-23,21625,5,5.5948977
2011-10-23,22339,6,14.727249
2011-10-23,22479,10,10.359162
2011-10-23,22839,1,1.3590425
2011-10-23,23243,8,8.779759
2011-10-23,20903,1,1.4087974
2011-10-23,23242,1,1.6839746
2011-10-23,85099B,7,32.712517
2011-10-23,22595,12,72.83236
2011-10-23,84792,2,2.3073735
2011-10-23,79321,5,7.344485
2011-10-23,82581,26,27.274925
2011-10-23,23513,3,8.52343
2011-10-23,22555,1,5.152373
2011-10-23,37413,23,23.859846
2011-10-23,22893,11,12.365188
2011-10-23,23529,1,3.4303117
2011-10-23,84596F,2,4.901341
2011-10-23,22151,41,45.92254
2011-10-23,23161,12,15.331617
2011-10-23,22630,4,14.579802
2011-10-23,23078,60,70.14922
2011-10-23,23510,2,9.16823
2011-10-23,22335,8,10.956525
2011-10-23,22515,4,3.9006534
2011-10-23,81952V,1,2.1468492
2011-10-23,21391,6,6.931454
2011-10-23,22158,21,28.532917
2011-10-23,23314,2,2.1406178
2011-10-23,23256,2,2.738254
2011-10-23,22835,7,9.954793
2011-10-23,84510E,2,2.2100244
2011-10-23,23238,2,2.3610091
2011-10-23,21352,4,5.8154674
2011-10-23,21213,2,10.683487
2011-10-23,21864,2,4.7337594
2011-10-23,23403,3,2.9957519
2011-10-23,22732,3,6.1803555
2011-10-23,21429,4,6.6636777
2011-10-23,22633,14,20.341822
2011-10-23,21775,1,2.021165
2011-10-23,21915,12,27.64618
2011-10-23,23240,1,6.041512
2011-10-23,21865,1,1.1590422
2011-10-23,84912B,1,1.8052849
2011-10-23,22152,10,13.666418
2011-10-23,23399,3,5.7689652
2011-10-23,23255,1,1.450724
2011-10-23,21902,14,15.1168
2011-10-23,21774,1,3.0296197
2011-10-23,22569,2,6.3725133
2011-10-23,22733,6,9.610434
2011-10-23,79066K,1,2.0319104
2011-10-23,23239,5,5.1564193
2011-10-23,22514,4,3.8618274
2011-10-23,21621,11,11.803242
2011-10-23,23375,6,9.942778
2011-10-23,22045,25,30.644289
2011-10-23,21504,24,31.153608
2011-10-23,85014B,4,6.4872556
2011-10-23,79191C,4,4.993441
2011-10-23,23376,6,11.303003
2011-10-23,22556,1,4.8157697
2011-10-23,22411,2,4.589317
2011-10-23,22349,2,2.785789
2011-10-23,22068,2,3.4196906
2011-10-23,35970,12,22.30912
2011-10-23,22659,6,7.383084
2011-10-23,22029,24,29.578743
2011-10-23,20898,5,5.402987
2011-10-23,23245,2,10.189299
2011-10-23,84949,6,15.562141
2011-10-23,21624,2,2.313923
2011-10-23,23518,3,6.3217416
2011-10-23,21788,6,9.810236
2011-10-23,22979,1,2.4302726
2011-10-23,22037,24,26.832088
2011-10-23,22738,2,4.22804
2011-10-23,22350,3,3.482019
2011-10-23,22663,5,6.222982
2011-10-23,22739,11,13.267642
2011-10-23,20970,6,7.460774
2011-10-23,22193,3,3.4231782
2011-10-23,22840,2,2.0159574
2011-10-23,22481,4,4.3418565
2011-10-23,22981,1,1.368563
2011-10-23,23318,3,7.0752378
2011-10-23,21499,25,30.919323
2011-10-23,23249,3,5.621491
2011-10-23,22690,2,2.1644797
2011-10-23,22154,20,26.975607
2011-10-23,21789,6,7.911822
2011-10-23,22980,2,3.6895976
2011-10-23,22568,2,4.4554744
2011-10-23,21289,16,19.345087
2011-10-23,21222,3,3.8764195
2011-10-23,21936,2,2.408515
2011-10-23,23319,6,10.431734
2011-10-23,79191B,2,2.4181447
