,InvoiceDate,StockCode,Quantity,Quantity Prediction,PredictedDiff
221218,2011-10-21,22192,2,-1072.4962807782795,-5.260066542883348
221219,2011-10-21,21395,3,-1040.396962301003,32.099318477276384
221220,2011-10-21,22771,12,-1036.4908607786685,3.906101522334352
221221,2011-10-21,22990,6,-1035.495292369445,0.9955684092235138
221222,2011-10-21,22610,36,-1037.3349676275025,-1.8396752580573956
221223,2011-10-21,22554,13,-1226.8449449012608,-189.50997727375838
221224,2011-10-21,23473,12,-1249.5890974145846,-22.744152513323698
221225,2011-10-21,22178,18,-1280.8934312144063,-31.304333799821638
221226,2011-10-21,21992,15,-1286.6885791106304,-5.795147896224062
221227,2011-10-21,22271,12,-1284.4254839037887,2.2630952068415726
221228,2011-10-21,22898,1,-1298.1945427464689,-13.769058842680083
221229,2011-10-21,70006,12,-1322.345059264357,-24.15051651788805
221230,2011-10-21,22650,40,-1309.4783068821766,12.866752382180358
221231,2011-10-21,72598,6,-1311.5678603470262,-2.0895534648496907
221232,2011-10-21,22993,48,-1338.4327708515539,-26.864910504527682
221233,2011-10-21,23352,60,-1298.9923287751033,39.44044207645051
221234,2011-10-21,23507,523,-821.5302412041509,477.46208757095235
221235,2011-10-21,21915,276,-629.7919048189239,191.73833638522706
221236,2011-10-21,22077,12,-800.5643750920674,-170.7724702731436
221237,2011-10-21,22659,64,-748.0080848707779,52.55629022128946
221238,2011-10-21,21916,24,-734.9247943061289,13.08329056464905
221239,2011-10-21,23512,9,-873.7226931330979,-138.79789882696898
221240,2011-10-21,22784,1,-885.8969810948635,-12.174287961765572
221241,2011-10-21,85036A,7,-908.5271526281596,-22.630171533296085
221242,2011-10-21,21232,85,-858.1844007066572,50.342751921502305
221243,2011-10-21,22568,13,-885.1529561754857,-26.968555468828438
221244,2011-10-21,23515,6,-1024.6414298377265,-139.48847366224084
221245,2011-10-21,23499,10,-1031.8529564135947,-7.211526575868207
221246,2011-10-21,23535,20,-1031.657843583636,0.19511282995892304
221247,2011-10-21,22529,192,-874.3281117092457,157.3297318743902
221248,2011-10-21,23233,25,-881.6304937258421,-7.302382016596413
221249,2011-10-21,20972,14,-936.9801191286708,-55.34962540282862
221250,2011-10-21,85071C,2,-964.3670246144694,-27.38690548579854
221251,2011-10-21,22141,24,-993.3863395011537,-29.01931488668425
221252,2011-10-21,20970,2,-1005.7093187567011,-12.322979255547406
221253,2011-10-21,85036B,1,-1018.814088755772,-13.104769999070903
221254,2011-10-21,22565,12,-1039.5140937411522,-20.700004985380296
221255,2011-10-21,23508,500,-952.8284500138033,86.68564372734897
221256,2011-10-21,22944,222,-885.3657225425262,67.46272747127703
221257,2011-10-21,22747,1,-903.96724257346,-18.601520030933766
221258,2011-10-21,71053,5,-907.9510760666404,-3.9838334931804047
221259,2011-10-21,21561,60,-862.0558633136566,45.8952127529839
221260,2011-10-21,23216,24,-849.0781100230004,12.977753290656208
221261,2011-10-21,20665,5,-853.4977911168237,-4.419681093823325
221262,2011-10-21,22551,12,-955.258754998274,-101.76096388145027
221263,2011-10-21,22144,20,-1033.335404700043,-78.07664970176906
221264,2011-10-21,23263,34,-1113.6824176069683,-80.34701290692534
221265,2011-10-21,23511,9,-1251.1402460439974,-137.45782843702915
221266,2011-10-21,23356,9,-1267.8463918194977,-16.706145775500325
221267,2011-10-21,20726,2,-1291.795207643404,-23.948815823906145
221268,2011-10-21,23536,1,-1303.2283372366976,-11.433129593293753
221269,2011-10-21,23343,14,-1366.4936756037243,-63.26533836702671
221270,2011-10-21,21172,15,-1370.8586240316445,-4.364948427920207
221271,2011-10-21,21508,24,-1355.5379799407824,15.320644090862068
221272,2011-10-21,23328,32,-1339.2453173089195,16.292662631862775
221273,2011-10-21,21754,3,-1347.8858427175535,-8.640525408634
221274,2011-10-21,21123,48,-1332.8291923865663,15.056650330987255
221275,2011-10-21,20979,16,-1342.2563472632614,-9.42715487669517
221276,2011-10-21,22082,22,-1337.8968628779742,4.359484385287194
221277,2011-10-21,23370,6,-1462.5089562304047,-124.61209335243059
221278,2011-10-23,23388,3,-1468.2165816483478,-5.70762541794305
221279,2011-10-23,22327,2,-1473.1662852754412,-4.949703627093525
221280,2011-10-23,35646,6,-1474.4263670580397,-1.2600817825985453
221281,2011-10-23,23129,1,-1485.7470244690574,-11.320657411017681
221282,2011-10-23,84378,4,-1636.5932093674287,-150.84618489837138
221283,2011-10-23,23352,4,-1695.2925052494784,-58.699295882049654
221284,2011-10-23,23510,2,-1719.1044025466629,-23.811897297184583
221285,2011-10-23,85049C,11,-1721.6948735811297,-2.590471034466931
221286,2011-10-23,85099B,7,-1845.9535598597922,-124.25868627866238
221287,2011-10-23,23302,4,-1846.7554863962937,-0.801926536501421
221288,2011-10-23,85014B,4,-1943.9664280697373,-97.21094167344367
221289,2011-10-23,23491,14,-1950.0395389431787,-6.07311087344139
221290,2011-10-23,22487,1,-1966.2252124794747,-16.18567353629607
221291,2011-10-23,84946,6,-1986.898786900669,-20.673574421194232
221292,2011-10-23,22960,9,-1992.0189126698883,-5.120125769219408
221293,2011-10-23,22334,6,-2005.4267245266224,-13.407811856734057
221294,2011-10-23,22536,3,-2015.2666472626963,-9.839922736074058
221295,2011-10-23,85124B,2,-2023.6959920507566,-8.429344788060051
221296,2011-10-23,23296,5,-2063.5909042679345,-39.89491221717787
221297,2011-10-23,37446,4,-2066.7643882091597,-3.17348394122517
221298,2011-10-23,82581,26,-2056.504219414212,10.260168794947676
221299,2011-10-23,22655,1,-2060.1515619673214,-3.647342553109307
221300,2011-10-23,22955,1,-2069.6772587227147,-9.52569675539315
221301,2011-10-23,22558,9,-2078.929372088998,-9.25211336628341
221302,2011-10-23,23203,10,-2093.5962045852352,-14.666832496236825
221303,2011-10-23,23431,12,-2098.754817389773,-5.158612804537998
221304,2011-10-23,23217,2,-2125.5213627531734,-26.76654536340017
221305,2011-10-23,21386,4,-2151.3433416549474,-25.821978901774088
221306,2011-10-23,82616C,1,-2155.0171125656543,-3.6737709107068808
221307,2011-10-23,23292,4,-2158.5589551008866,-3.541842535232166
221308,2011-10-23,21034,17,-2148.6057827505183,9.953172350368218
221309,2011-10-23,22151,41,-2134.964616057819,13.641166692699263
221310,2011-10-23,21210,1,-2154.3312879409154,-19.366671883096572
221311,2011-10-23,22111,14,-2148.2435807799466,6.087707160968875
221312,2011-10-23,22551,4,-2160.9703815676044,-12.726800787657593
221313,2011-10-23,23060,1,-2175.962282555305,-14.991900987700651
221314,2011-10-23,22470,13,-2169.4038122292545,6.558470326050541
221315,2011-10-23,23355,17,-2202.1686998955834,-32.76488766632897
221316,2011-10-23,22383,5,-2237.244796613964,-35.076096718380484
221317,2011-10-23,22089,2,-2246.037434526661,-8.792637912697208
221318,2011-10-23,23166,1,-2273.7991018284747,-27.76166730181357
221319,2011-10-23,22068,2,-2288.176306377221,-14.37720454874635
221320,2011-10-23,22690,2,-2300.5110550816644,-12.334748704443394
221321,2011-10-23,23048,7,-2301.615599460661,-1.1045443789966234
221322,2011-10-23,22069,3,-2304.0964943395375,-2.48089487887631
221323,2011-10-23,22624,5,-2311.7706159600634,-7.674121620525763
221324,2011-10-23,84031B,1,-2318.653325426361,-6.882709466297465
221325,2011-10-23,85034A,14,-2313.0329751655986,5.620350260762172
221326,2011-10-23,22144,13,-2319.8550777239516,-6.822102558352825
221327,2011-10-23,22990,2,-2326.9385827275964,-7.083505003644918
221328,2011-10-23,23170,12,-2347.2899083106768,-20.35132558308035
221329,2011-10-23,23283,8,-2345.8739596860055,1.415948624671299
221330,2011-10-23,22286,1,-2466.9890277067375,-121.11506802073208
221331,2011-10-23,22661,2,-2771.07341836078,-304.08439065404247
221332,2011-10-23,23225,3,-2799.5738819583803,-28.500463597600124
221333,2011-10-23,21080,1,-2918.6964246326074,-119.12254267422709
221334,2011-10-23,21293,4,-2920.5745977441334,-1.8781731115258815
221335,2011-10-23,84507C,5,-2922.451056456868,-1.8764587127348251
221336,2011-10-23,23226,11,-2942.0317016679546,-19.58064521108632
221337,2011-10-23,84912B,1,-2949.143778115602,-7.11207644764736
221338,2011-10-23,23330,6,-2967.614890125187,-18.471112009584665
221339,2011-10-23,22914,1,-2973.7735922316724,-6.158702106485569
221340,2011-10-23,84510E,2,-2976.4967559599263,-2.72316372825382
221341,2011-10-23,23109,3,-2996.201623400584,-19.7048674406579
221342,2011-10-23,22349,2,-3012.786336199182,-16.584712798598055
221343,2011-10-23,22707,25,-3019.630956260862,-6.844620061679855
221344,2011-10-23,20975,6,-3023.7768769717504,-4.145920710888391
221345,2011-10-23,21733,2,-3031.585210127773,-7.80833315602243
221346,2011-10-23,84992,4,-3173.3763058100067,-141.79109568223382
221347,2011-10-23,21068,1,-3181.4220922890563,-8.045786479049804
221348,2011-10-23,21915,12,-3447.4909792432827,-266.06888695422623
221349,2011-10-23,23270,5,-3450.9445963346993,-3.453617091416553
221350,2011-10-23,21060,3,-3456.0800910319,-5.135494697200437
221351,2011-10-23,79066K,1,-3464.3797604781844,-8.299669446284483
221352,2011-10-23,22639,6,-3471.6074756310704,-7.227715152886255
221353,2011-10-23,22481,4,-3485.9998753715818,-14.392399740511337
221354,2011-10-23,22210,2,-3490.3249528052174,-4.325077433635448
221355,2011-10-23,84997C,2,-3509.627351839915,-19.30239903469717
221356,2011-10-23,22804,3,-3515.1109354237856,-5.483583583870611
221357,2011-10-23,51014A,12,-3531.7429458169204,-16.632010393134788
221358,2011-10-23,23419,2,-3546.7495824497955,-15.006636632875274
221359,2011-10-23,21375,1,-3554.2186164608547,-7.46903401105922
221360,2011-10-23,22212,6,-3556.8098221248115,-2.5912056639566066
221361,2011-10-23,20712,1,-3573.3624394220974,-16.552617297285906
221362,2011-10-23,23434,4,-3597.284909406236,-23.922469984138438
221363,2011-10-23,21802,5,-3631.2484643190674,-33.963554912831576
221364,2011-10-23,22587,5,-3645.714284403312,-14.465820084244587
221365,2011-10-23,21975,3,-3699.0792550331926,-53.364970629880474
221366,2011-10-23,22505,3,-3707.5051206585804,-8.425865625387866
221367,2011-10-23,22732,3,-3729.5168500790874,-22.011729420506832
221368,2011-10-23,84828,2,-3744.700046287158,-15.183196208070568
221369,2011-10-23,23558,4,-4038.7236750184443,-294.0236287312866
221370,2011-10-23,22491,12,-4046.610491101617,-7.886816083172387
221371,2011-10-23,23138,16,-4041.6859312019724,4.924559899644258
221372,2011-10-23,23338,1,-4062.7895592710515,-21.10362806907927
221373,2011-10-23,23214,2,-4104.313614723712,-41.5240554526608
221374,2011-10-23,21871,1,-4116.6393694637845,-12.3257547400727
221375,2011-10-23,22158,21,-4110.021174167796,6.618195295988959
221376,2011-10-23,21231,4,-4182.547768369448,-72.52659420165237
221377,2011-10-23,22584,3,-4197.919519920085,-15.371751550636674
221378,2011-10-23,23298,6,-4221.928169415944,-24.008649495859054
221379,2011-10-23,22574,11,-4230.5338684636245,-8.605699047680885
221380,2011-10-23,23068,12,-4230.412152067182,0.12171639644239385
221381,2011-10-23,22152,10,-4225.668681959836,4.743470107346457
221382,2011-10-23,23159,2,-4242.233900316295,-16.56521835645887
221383,2011-10-23,21260,4,-4315.698753943838,-73.46485362754282
221384,2011-10-23,22840,2,-4322.6482891441365,-6.94953520029825
221385,2011-10-23,20719,4,-4361.324370997383,-38.67608185324644
221386,2011-10-23,23417,1,-4370.348756265342,-9.02438526795886
221387,2011-10-23,22627,1,-4387.249472404465,-16.900716139123325
221388,2011-10-23,22964,2,-4399.221914433532,-11.97244202906683
221389,2011-10-23,47469,2,-4419.336484626631,-20.11457019309933
221390,2011-10-23,23306,6,-4433.543824068759,-14.20733944212786
221391,2011-10-23,21014,10,-4454.905053994281,-21.361229925521936
221392,2011-10-23,23500,60,-4561.287801035137,-106.38274704085575
221393,2011-10-23,22897,2,-4570.3315146226,-9.043713587462799
221394,2011-10-23,23290,4,-4579.798107865762,-9.466593243162349
221395,2011-10-23,22067,2,-4597.406593613336,-17.608485747573816
221396,2011-10-23,21159,2,-4627.040368585531,-29.633774972195194
221397,2011-10-23,23058,12,-4629.3681644431745,-2.327795857643416
221398,2011-10-23,22110,6,-4647.426854911353,-18.058690468178373
221399,2011-10-23,22550,2,-4661.674788558359,-14.247933647005588
221400,2011-10-23,22180,1,-4669.648137898728,-7.973349340369544
221401,2011-10-23,22749,2,-4685.5995825232085,-15.951444624480333
221402,2011-10-23,21680,6,-4700.267492818613,-14.667910295405006
221403,2011-10-23,22488,4,-4727.057363557065,-26.789870738451963
221404,2011-10-23,23557,4,-5029.427435656488,-302.3700720994226
221405,2011-10-23,23396,6,-5082.433874169471,-53.00643851298262
221406,2011-10-23,21181,2,-5116.982272144147,-34.54839797467625
221407,2011-10-23,23016,1,-5130.248574636165,-13.266302492018397
221408,2011-10-23,23394,5,-5137.274186992881,-7.025612356716048
221409,2011-10-23,21906,5,-5142.606401166271,-5.3322141733896835
221410,2011-10-23,21367,3,-5149.370652949921,-6.764251783650474
221411,2011-10-23,21618,6,-5155.778410559067,-6.407757609146245
221412,2011-10-23,22643,3,-5164.954504563246,-9.17609400417897
221413,2011-10-23,23161,12,-5182.387777931057,-17.433273367811573
221414,2011-10-23,22676,1,-5192.650574416784,-10.262796485727367
221415,2011-10-23,23398,3,-5214.316165933286,-21.665591516501806
221416,2011-10-23,21166,1,-5249.852764618467,-35.536598685180174
221417,2011-10-23,23239,5,-5255.185991869284,-5.333227250817911
221418,2011-10-23,22313,2,-5507.3055872804825,-252.11959541119813
221419,2011-10-23,23433,6,-5522.046878499406,-14.741291218923962
221420,2011-10-23,22428,5,-5527.317141261607,-5.270262762199801
221421,2011-10-23,22371,4,-5536.386648758723,-9.069507497116641
221422,2011-10-23,22452,6,-5547.107318261389,-10.720669502665913
221423,2011-10-23,22755,7,-5551.608870037035,-4.501551775645112
221424,2011-10-23,47559B,4,-5557.378452069517,-5.769582032482861
221425,2011-10-23,22723,1,-5569.528830877111,-12.150378807594644
221426,2011-10-23,71270,1,-5578.917600308494,-9.388769431382594
221427,2011-10-23,22466,2,-5589.039810918778,-10.122210610284029
221428,2011-10-23,22469,17,-5738.757714223688,-149.71790330490978
221429,2011-10-23,23264,23,-5750.886600984437,-12.128886760749106
221430,2011-10-23,23559,2,-5764.756432221515,-13.86983123707766
221431,2011-10-23,22940,13,-5770.28630936431,-5.529877142795095
221432,2011-10-23,17003,60,-5765.810598620993,4.475710743317407
221433,2011-10-23,21577,2,-5779.252672599844,-13.442073978851143
221434,2011-10-23,23198,9,-5780.646001399201,-1.393328799357212
221435,2011-10-23,23199,3,-5804.975756594689,-24.329755195488644
221436,2011-10-23,23102,12,-5820.899874960348,-15.924118365658282
221437,2011-10-23,84360,3,-5829.981696382821,-9.08182142247256
221438,2011-10-23,20903,1,-5838.783037788361,-8.801341405540203
221439,2011-10-23,35954,48,-5798.859589818412,39.92344796994891
221440,2011-10-23,23272,5,-5816.1636912124195,-17.304101394007514
221441,2011-10-23,23490,16,-5813.845194944856,2.318496267563046
221442,2011-10-23,21955,2,-5824.269110295715,-10.42391535085888
221443,2011-10-23,22595,12,-5877.300223573691,-53.03111327797615
221444,2011-10-23,22646,4,-5890.199300901202,-12.89907732751046
221445,2011-10-23,17084N,50,-5944.048991473031,-53.849690571828766
221446,2011-10-23,23250,4,-5953.608784596687,-9.559793123655849
221447,2011-10-23,85017B,8,-5961.288044913266,-7.679260316579794
221448,2011-10-23,22361,1,-5971.800274306957,-10.512229393691197
221449,2011-10-23,22757,2,-5982.508780600467,-10.708506293509306
221450,2011-10-23,22091,5,-5995.6888131839,-13.180032583432515
221451,2011-10-23,21288,2,-6017.090658521121,-21.401845337221662
221452,2011-10-23,22138,10,-6038.66984208693,-21.579183565808535
221453,2011-10-23,22086,13,-6131.340029007328,-92.67018692039757
221454,2011-10-23,22910,6,-6218.884712245518,-87.54468323818993
221455,2011-10-23,22766,8,-6240.293617596865,-21.408905351346736
221456,2011-10-23,23193,2,-6258.3637767697255,-18.07015917286019
221457,2011-10-23,23513,3,-6284.009575987728,-25.645799218001724
221458,2011-10-23,22780,3,-6296.5488618976615,-12.539285909933959
221459,2011-10-23,23204,2,-6320.716442445157,-24.167580547495305
221460,2011-10-23,22457,8,-6342.873830405776,-22.15738796061967
221461,2011-10-23,22796,1,-6359.687723687328,-16.81389328155202
221462,2011-10-23,22798,6,-6373.01242258744,-13.324698900111876
221463,2011-10-23,15044D,5,-6449.591474328582,-76.57905174114256
221464,2011-10-23,22163,6,-6459.169298631309,-9.577824302726864
221465,2011-10-23,21669,10,-6479.717040079587,-20.54774144827767
221466,2011-10-23,22667,3,-6509.133904910313,-29.416864830725643
221467,2011-10-23,85169A,4,-6518.605666153035,-9.47176124272221
221468,2011-10-23,23411,1,-6539.9837994048585,-21.37813325182345
221469,2011-10-23,21156,9,-6547.04219063668,-7.058391231821564
221470,2011-10-23,22328,4,-6648.343185038488,-101.3009944018077
221471,2011-10-23,22090,4,-6668.499392133198,-20.156207094710005
221472,2011-10-23,22806,1,-6680.768542982123,-12.269150848925452
221473,2011-10-23,23569,2,-6689.953307309867,-9.184764327744544
221474,2011-10-23,21755,3,-6700.291047279126,-10.337739969258715
221475,2011-10-23,21808,3,-6720.322653185936,-20.03160590681011
221476,2011-10-23,22679,1,-6740.795442720431,-20.47278953449518
221477,2011-10-23,21484,11,-6756.915502102192,-16.12005938176027
221478,2011-10-23,22175,1,-6820.609938222388,-63.69443612019685
221479,2011-10-23,21891,3,-6863.008337018079,-42.39839879569043
221480,2011-10-23,22564,1,-6874.20033766047,-11.192000642390568
221481,2011-10-23,22694,9,-6885.013573198129,-10.813235537659374
221482,2011-10-23,22666,11,-6896.347663990156,-11.334090792027038
221483,2011-10-23,22356,4,-6935.636979826428,-39.289315836271506
221484,2011-10-23,22082,3,-6967.430949513944,-31.79396968751659
221485,2011-10-23,85071B,6,-6978.330749562243,-10.899800048298989
221486,2011-10-23,47590A,2,-7007.753563127573,-29.42281356533013
221487,2011-10-23,21625,5,-7016.11150192049,-8.357938792916762
221488,2011-10-23,21506,24,-7017.155252480598,-1.043750560108605
221489,2011-10-23,23295,11,-7050.829619212902,-33.67436673230306
221490,2011-10-23,22736,1,-7063.788053652386,-12.958434439484666
221491,2011-10-23,22692,7,-7072.065972992431,-8.277919340044361
221492,2011-10-23,21114,15,-7080.629598711929,-8.563625719498688
221493,2011-10-23,21175,2,-7092.968236777017,-12.338638065088041
221494,2011-10-23,22816,24,-7111.6207252787935,-18.652488501775974
221495,2011-10-23,85054,1,-7133.211527063662,-21.590801784868436
221496,2011-10-23,85227,3,-7145.3935530558965,-12.182025992234353
221497,2011-10-23,22560,14,-7147.853409109368,-2.4598560534715532
221498,2011-10-23,72818,30,-7145.9799159305185,1.8734931788498592
221499,2011-10-23,51014L,12,-7169.430997523143,-23.451081592624387
221500,2011-10-23,23237,1,-7181.516546644233,-12.085549121090525
221501,2011-10-23,23215,27,-7205.986684216045,-24.47013757181253
221502,2011-10-23,20970,6,-7214.265924427166,-8.279240211121195
221503,2011-10-23,20727,13,-7247.421478187347,-33.15555376018034
221504,2011-10-23,79321,5,-7270.719128125217,-23.297649937869704
221505,2011-10-23,21991,5,-7296.189285292739,-25.470157167522505
221506,2011-10-23,22350,3,-7323.278204486908,-27.088919194168394
221507,2011-10-23,22500,4,-7333.938328337436,-10.660123850527981
221508,2011-10-23,21615,6,-7351.622410028872,-17.684081691435736
221509,2011-10-23,71279,-1,-7370.566899639782,-18.94448961090981
221510,2011-10-23,23090,14,-7385.1389473377485,-14.572047697967001
221511,2011-10-23,21704,3,-7417.998729686204,-32.85978234845527
221512,2011-10-23,22779,3,-7438.204335050743,-20.205605364539416
221513,2011-10-23,21936,2,-7452.856902328863,-14.652567278119543
221514,2011-10-23,22795,3,-7468.053623379383,-15.196721050519985
221515,2011-10-23,21558,2,-7482.228191647686,-14.174568268302925
221516,2011-10-23,21289,16,-7491.179770067343,-8.951578419657135
221517,2011-10-23,23314,2,-7504.655629112479,-13.475859045135616
221518,2011-10-23,21993,7,-7529.391396631726,-24.735767519246984
221519,2011-10-23,21429,4,-7588.01972871496,-58.62833208323446
221520,2011-10-23,23088,6,-7613.658347877554,-25.63861916259343
221521,2011-10-23,23494,2,-7630.812127410504,-17.1537795329508
