,InvoiceDate,StockCode,Quantity,Quantity Prediction
221171,2011-10-21,22905,4,-317.17438044964376
221172,2011-10-21,21733,1,-322.33385751992654
221173,2011-10-21,22594,12,-325.3744698600875
221174,2011-10-21,23504,12,-379.8363946488053
221175,2011-10-21,22997,1,-380.820533744363
221176,2011-10-21,23366,34,-369.68615657767526
221177,2011-10-21,22638,6,-367.34659506106567
221178,2011-10-21,23503,42,-425.653996678667
221179,2011-10-21,23531,121,-320.4750102326082
221180,2011-10-21,85035B,1,-323.16366641149074
221181,2011-10-21,85034B,1,-344.4979855478665
221182,2011-10-21,21989,2,-365.9579592245541
221183,2011-10-21,22752,4,-363.9823141656918
221184,2011-10-21,22210,2,-375.90273316566083
221185,2011-10-21,85194S,12,-458.91678444761584
221186,2011-10-21,23144,6,-469.0190139552769
221187,2011-10-21,23281,2,-478.9769114182064
221188,2011-10-21,22577,200,-327.0467492283572
221189,2011-10-21,22732,18,-328.1641017814565
221190,2011-10-21,20751,1,-330.2041546158795
221191,2011-10-21,82494L,8,-374.1623638615156
221192,2011-10-21,23514,3,-517.3746199802184
221193,2011-10-21,23077,80,-845.2376383396169
221194,2011-10-21,85036C,1,-865.4070707897552
221195,2011-10-21,23188,14,-877.5792139409099
221196,2011-10-21,22498,1,-881.0313005420327
221197,2011-10-21,21503,25,-880.5856161912816
221198,2011-10-21,23329,2,-893.6062625909964
221199,2011-10-21,23534,6,-894.2596113281829
221200,2011-10-21,23211,48,-873.6388167244739
221201,2011-10-21,23129,8,-874.6885368057773
221202,2011-10-21,23469,6,-951.3628833905923
221203,2011-10-21,22774,12,-944.8327701062105
221204,2011-10-21,22818,24,-957.8556227644528
221205,2011-10-21,21277,1,-958.3899327285395
221206,2011-10-21,22188,120,-840.5027436718377
221207,2011-10-21,21328,1,-845.7760199326792
221208,2011-10-21,85183B,8,-839.985980464421
221209,2011-10-21,22437,4,-837.7838614065954
221210,2011-10-21,22374,3,-842.7656275624047
221211,2011-10-21,23231,25,-867.0828256127
221212,2011-10-21,72586,14,-856.4323455867668
221213,2011-10-21,22024,12,-864.73392597104
221214,2011-10-21,22582,6,-874.7478277806586
221215,2011-10-21,84030E,10,-871.7992475253061
221216,2011-10-21,22434,1,-879.7105434189378
221217,2011-10-21,20723,35,-863.6517162935511
221218,2011-10-21,22192,2,-863.1706769928948
221219,2011-10-21,21395,3,-824.3103959861841
221220,2011-10-21,22771,12,-815.7188530946706
221221,2011-10-21,22990,6,-812.089087495999
221222,2011-10-21,22610,36,-810.1758047897307
221223,2011-10-21,22554,13,-995.2939676133872
221224,2011-10-21,23473,12,-1015.2203835235098
221225,2011-10-21,22178,18,-1040.4998470121766
221226,2011-10-21,21992,15,-1040.376027352717
221227,2011-10-21,22271,12,-1032.6131321550724
221228,2011-10-21,22898,1,-1043.3464481450007
221229,2011-10-21,70006,12,-1063.7767740628078
221230,2011-10-21,22650,40,-1046.331263917253
221231,2011-10-21,72598,6,-1043.7233174129185
221232,2011-10-21,22993,48,-1064.0064912155674
221233,2011-10-21,23352,60,-1019.0021900035688
221234,2011-10-21,23507,523,-539.641539881933
221235,2011-10-21,21915,276,-345.0974244055419
221236,2011-10-21,22077,12,-511.54700928918874
221237,2011-10-21,22659,64,-453.71583570380017
221238,2011-10-21,21916,24,-434.9443189360336
221239,2011-10-21,23512,9,-566.5743883865844
221240,2011-10-21,22784,1,-572.517406151132
221241,2011-10-21,85036A,7,-589.6941247593378
221242,2011-10-21,21232,85,-535.1074296745717
221243,2011-10-21,22568,13,-557.542808575405
221244,2011-10-21,23515,6,-691.9104466408727
221245,2011-10-21,23499,10,-693.3369238460986
221246,2011-10-21,23535,20,-686.4987218776332
221247,2011-10-21,22529,192,-523.7431493098381
221248,2011-10-21,23233,25,-525.665782037158
221249,2011-10-21,20972,14,-576.7146397992876
221250,2011-10-21,85071C,2,-599.7367568348714
221251,2011-10-21,22141,24,-622.2862859207213
221252,2011-10-21,20970,2,-628.1131801608299
221253,2011-10-21,85036B,1,-634.3588488514191
221254,2011-10-21,22565,12,-648.2162965361159
221255,2011-10-21,23508,500,-559.0841472967475
221256,2011-10-21,22944,222,-488.47408305980866
221257,2011-10-21,22747,1,-501.9566034412354
221258,2011-10-21,71053,5,-500.1661318245018
221259,2011-10-21,21561,60,-448.04035601970253
221260,2011-10-21,23216,24,-427.83445621298165
221261,2011-10-21,20665,5,-424.6726640901014
221262,2011-10-21,22551,12,-519.6549708187886
221263,2011-10-21,22144,20,-592.5159666681839
221264,2011-10-21,23263,34,-667.5489567836242
221265,2011-10-21,23511,9,-798.9926510821531
221266,2011-10-21,23356,9,-809.2091440823295
221267,2011-10-21,20726,2,-824.9485501184984
221268,2011-10-21,23536,1,-829.5921959684501
221269,2011-10-21,23343,14,-885.9298472249628
221270,2011-10-21,21172,15,-885.1909823089562
221271,2011-10-21,21508,24,-863.8641496098448
221272,2011-10-21,23328,32,-840.7477873421487
221273,2011-10-21,21754,3,-842.1954838849155
221274,2011-10-21,21123,48,-818.8398250955036
221275,2011-10-21,20979,16,-819.9581677802361
221276,2011-10-21,22082,22,-807.9512238880194
221277,2011-10-21,23370,6,-927.7487232744344
221278,2011-10-23,23388,3,-927.6216072304154
221279,2011-10-23,22327,2,-925.4261682041813
221280,2011-10-23,35646,6,-919.7237675518894
221281,2011-10-23,23129,1,-922.8221522359898
221282,2011-10-23,84378,4,-1066.029140269184
221283,2011-10-23,23352,4,-1116.8750146651817
221284,2011-10-23,23510,2,-1135.7741149823391
221285,2011-10-23,85049C,11,-1132.397709517408
221286,2011-10-23,85099B,7,-1248.3935112197478
221287,2011-10-23,23302,4,-1241.7948085539786
221288,2011-10-23,85014B,4,-1330.999830797838
221289,2011-10-23,23491,14,-1328.4188278718198
221290,2011-10-23,22487,1,-1336.4070085969242
221291,2011-10-23,84946,6,-1351.5740663683187
221292,2011-10-23,22960,9,-1349.7643052494318
221293,2011-10-23,22334,6,-1355.4415454323166
221294,2011-10-23,22536,3,-1357.2092345642898
221295,2011-10-23,85124B,2,-1357.0964625332222
221296,2011-10-23,23296,5,-1388.363019111189
221297,2011-10-23,37446,4,-1383.485631700678
221298,2011-10-23,82581,26,-1367.8037860989875
221299,2011-10-23,22655,1,-1364.3891855265024
221300,2011-10-23,22955,1,-1366.2480576446742
221301,2011-10-23,22558,9,-1367.6588582159645
221302,2011-10-23,23203,10,-1371.959548524918
221303,2011-10-23,23431,12,-1368.1510527026924
221304,2011-10-23,23217,2,-1385.3496052514786
221305,2011-10-23,21386,4,-1404.4097898916264
221306,2011-10-23,82616C,1,-1401.0240603960149
221307,2011-10-23,23292,4,-1396.4096306403767
221308,2011-10-23,21034,17,-1377.7173605171129
221309,2011-10-23,22151,41,-1354.5293921057873
221310,2011-10-23,21210,1,-1364.4704435452502
221311,2011-10-23,22111,14,-1349.3185982508492
221312,2011-10-23,22551,4,-1355.4291660776971
221313,2011-10-23,23060,1,-1363.0238247997988
221314,2011-10-23,22470,13,-1347.8366587316198
221315,2011-10-23,23355,17,-1371.4938855357716
221316,2011-10-23,22383,5,-1396.1270844196174
221317,2011-10-23,22089,2,-1395.5122514374375
221318,2011-10-23,23166,1,-1414.089386704526
221319,2011-10-23,22068,2,-1421.2603976379658
221320,2011-10-23,22690,2,-1425.5346657856976
221321,2011-10-23,23048,7,-1416.880740590903
221322,2011-10-23,22069,3,-1410.0876195458761
221323,2011-10-23,22624,5,-1407.5787568501903
221324,2011-10-23,84031B,1,-1404.8519206132107
221325,2011-10-23,85034A,14,-1390.0408627956335
221326,2011-10-23,22144,13,-1389.0885755302352
221327,2011-10-23,22990,2,-1388.0203275565666
221328,2011-10-23,23170,12,-1399.8799039993642
221329,2011-10-23,23283,8,-1389.164655857684
221330,2011-10-23,22286,1,-1499.8762826231675
221331,2011-10-23,22661,2,-1794.1627794913152
221332,2011-10-23,23225,3,-1813.0795948231673
221333,2011-10-23,21080,1,-1924.3865328014567
221334,2011-10-23,21293,4,-1917.4252688239885
221335,2011-10-23,84507C,5,-1910.058443825594
221336,2011-10-23,23226,11,-1920.1256301812211
221337,2011-10-23,84912B,1,-1916.8979646685773
221338,2011-10-23,23330,6,-1924.6176169260552
221339,2011-10-23,22914,1,-1920.5154916920724
221340,2011-10-23,84510E,2,-1915.5713628179374
221341,2011-10-23,23109,3,-1926.426209813718
221342,2011-10-23,22349,2,-1933.1656814758103
221343,2011-10-23,22707,25,-1929.888084076699
221344,2011-10-23,20975,6,-1922.5963625912132
221345,2011-10-23,21733,2,-1919.0673071668846
221346,2011-10-23,84992,4,-2050.614364547096
221347,2011-10-23,21068,1,-2049.8624012140817
221348,2011-10-23,21915,12,-2307.1842492602063
221349,2011-10-23,23270,5,-2300.51171675656
221350,2011-10-23,21060,3,-2294.927551785396
221351,2011-10-23,79066K,1,-2291.798784123168
221352,2011-10-23,22639,6,-2287.801407389281
221353,2011-10-23,22481,4,-2291.2445739865516
221354,2011-10-23,22210,2,-2286.836995390663
221355,2011-10-23,84997C,2,-2297.006026685088
221356,2011-10-23,22804,3,-2292.0311273289262
221357,2011-10-23,51014A,12,-2297.4637624193765
221358,2011-10-23,23419,2,-2300.835632841288
221359,2011-10-23,21375,1,-2296.4690467099886
221360,2011-10-23,22212,6,-2287.545790623464
221361,2011-10-23,20712,1,-2294.235996264725
221362,2011-10-23,23434,4,-2308.3552066705206
221363,2011-10-23,21802,5,-2330.6684634113362
221364,2011-10-23,22587,5,-2334.219403058133
221365,2011-10-23,21975,3,-2375.393627529364
221366,2011-10-23,22505,3,-2371.765124351591
221367,2011-10-23,22732,3,-2382.1912108625993
221368,2011-10-23,84828,2,-2388.5034192611038
221369,2011-10-23,23558,4,-2672.9166766591497
221370,2011-10-23,22491,12,-2669.9483041904637
221371,2011-10-23,23138,16,-2653.9700990779397
221372,2011-10-23,23338,1,-2662.7232134533315
221373,2011-10-23,23214,2,-2692.199005796842
221374,2011-10-23,21871,1,-2692.0212172588
221375,2011-10-23,22158,21,-2676.2221575415642
221376,2011-10-23,21231,4,-2738.058670019584
221377,2011-10-23,22584,3,-2742.3153979338385
221378,2011-10-23,23298,6,-2755.036037046264
221379,2011-10-23,22574,11,-2750.974286364709
221380,2011-10-23,23068,12,-2738.4357110660185
221381,2011-10-23,22152,10,-2721.5016521304697
221382,2011-10-23,23159,2,-2727.9597549549485
221383,2011-10-23,21260,4,-2790.4299388601753
221384,2011-10-23,22840,2,-2785.8131112924984
221385,2011-10-23,20719,4,-2812.3366506145912
221386,2011-10-23,23417,1,-2808.5988741304955
221387,2011-10-23,22627,1,-2812.599493892117
221388,2011-10-23,22964,2,-2812.1598173912666
221389,2011-10-23,47469,2,-2823.177678844811
221390,2011-10-23,23306,6,-2826.411604009464
221391,2011-10-23,21014,10,-2835.3818595053813
221392,2011-10-23,23500,60,-2930.4748471807907
221393,2011-10-23,22897,2,-2925.950589787188
221394,2011-10-23,23290,4,-2922.314593275739
221395,2011-10-23,22067,2,-2927.1364236407
221396,2011-10-23,21159,2,-2945.9337264594815
221397,2011-10-23,23058,12,-2937.0645945787846
221398,2011-10-23,22110,6,-2942.692762350239
221399,2011-10-23,22550,2,-2944.4258283423865
221400,2011-10-23,22180,1,-2938.7015877299086
221401,2011-10-23,22749,2,-2941.0415171448367
221402,2011-10-23,21680,6,-2942.3966525761375
221403,2011-10-23,22488,4,-2958.0620499659803
221404,2011-10-23,23557,4,-3248.831587934972
221405,2011-10-23,23396,6,-3289.47733237714
221406,2011-10-23,21181,2,-3310.462092644539
221407,2011-10-23,23016,1,-3309.928929244279
221408,2011-10-23,23394,5,-3303.3617324693287
221409,2011-10-23,21906,5,-3295.2264822861007
221410,2011-10-23,21367,3,-3290.8448887413965
221411,2011-10-23,21618,6,-3285.422052675755
221412,2011-10-23,22643,3,-3281.6748006803687
221413,2011-10-23,23161,12,-3287.2389136064285
221414,2011-10-23,22676,1,-3283.2483284770324
221415,2011-10-23,23398,3,-3290.9667245775504
221416,2011-10-23,21166,1,-3312.4260871356864
221417,2011-10-23,23239,5,-3306.611006496488
221418,2011-10-23,22313,2,-3546.7793345064547
221419,2011-10-23,23433,6,-3548.3683561836306
221420,2011-10-23,22428,5,-3540.184911226271
221421,2011-10-23,22371,4,-3534.363090801747
221422,2011-10-23,22452,6,-3530.54041259417
221423,2011-10-23,22755,7,-3521.1076608655326
221424,2011-10-23,47559B,4,-3515.4105179450366
221425,2011-10-23,22723,1,-3514.971788506243
221426,2011-10-23,71270,1,-3511.0476939983982
221427,2011-10-23,22466,2,-3507.244313921585
221428,2011-10-23,22469,17,-3642.5099166622795
221429,2011-10-23,23264,23,-3640.2305733709513
221430,2011-10-23,23559,2,-3639.9836531632286
221431,2011-10-23,22940,13,-3633.230711550121
221432,2011-10-23,17003,60,-3615.0136596034213
221433,2011-10-23,21577,2,-3614.4390096334137
221434,2011-10-23,23198,9,-3602.0595042464865
221435,2011-10-23,23199,3,-3611.90021960207
221436,2011-10-23,23102,12,-3612.9884994975546
221437,2011-10-23,84360,3,-3607.755109297619
221438,2011-10-23,20903,1,-3604.108225631688
221439,2011-10-23,35954,48,-3550.5203195333147
221440,2011-10-23,23272,5,-3553.73233136779
221441,2011-10-23,23490,16,-3537.199644658591
221442,2011-10-23,21955,2,-3532.032608240377
221443,2011-10-23,22595,12,-3575.257154102297
221444,2011-10-23,22646,4,-3573.1013923370797
221445,2011-10-23,17084N,50,-3614.3673321330516
221446,2011-10-23,23250,4,-3610.7416418636394
221447,2011-10-23,85017B,8,-3604.3657410822907
221448,2011-10-23,22361,1,-3600.138650369807
221449,2011-10-23,22757,2,-3595.08161992838
221450,2011-10-23,22091,5,-3592.2411379157506
221451,2011-10-23,21288,2,-3598.1929387604937
221452,2011-10-23,22138,10,-3606.6413021658445
221453,2011-10-23,22086,13,-3685.64819989654
221454,2011-10-23,22910,6,-3758.1630211509005
221455,2011-10-23,22766,8,-3764.7112147638277
221456,2011-10-23,23193,2,-3766.8482855130214
221457,2011-10-23,23513,3,-3777.1933545775914
221458,2011-10-23,22780,3,-3774.230299063552
221459,2011-10-23,23204,2,-3785.141186126139
221460,2011-10-23,22457,8,-3792.8523846604207
221461,2011-10-23,22796,1,-3794.693183006721
221462,2011-10-23,22798,6,-3792.7787218261833
221463,2011-10-23,15044D,5,-3852.753648940868
221464,2011-10-23,22163,6,-3845.8001520690323
221465,2011-10-23,21669,10,-3850.242318607853
221466,2011-10-23,22667,3,-3866.562596573419
221467,2011-10-23,85169A,4,-3862.2161020619887
221468,2011-10-23,23411,1,-3868.3986117739682
221469,2011-10-23,21156,9,-3860.119562945501
221470,2011-10-23,22328,4,-3944.586500859246
221471,2011-10-23,22090,4,-3947.8028438872607
221472,2011-10-23,22806,1,-3943.470329179562
221473,2011-10-23,23569,2,-3938.5513131801986
221474,2011-10-23,21755,3,-3933.9960364154826
221475,2011-10-23,21808,3,-3938.2265975760774
221476,2011-10-23,22679,1,-3942.7260932450904
221477,2011-10-23,21484,11,-3941.6184874028763
221478,2011-10-23,22175,1,-3988.4580940866877
221479,2011-10-23,21891,3,-4013.978341469855
221480,2011-10-23,22564,1,-4010.837098718649
221481,2011-10-23,22694,9,-4006.774294957452
221482,2011-10-23,22666,11,-4002.1421910137747
221483,2011-10-23,22356,4,-4024.6581968380533
221484,2011-10-23,22082,3,-4038.789455500002
221485,2011-10-23,85071B,6,-4032.8647129844235
221486,2011-10-23,47590A,2,-4045.944509266733
221487,2011-10-23,21625,5,-4039.6991879746465
221488,2011-10-23,21506,24,-4025.3218254609856
221489,2011-10-23,23295,11,-4043.0463024344517
221490,2011-10-23,22736,1,-4039.403112331889
221491,2011-10-23,22692,7,-4030.0337625453835
221492,2011-10-23,21114,15,-4021.0185366199967
221493,2011-10-23,21175,2,-4015.6647322330537
221494,2011-10-23,22816,24,-4019.6814931211557
221495,2011-10-23,85054,1,-4026.032946632623
221496,2011-10-23,85227,3,-4022.0592745746235
221497,2011-10-23,22560,14,-4007.545578660135
221498,2011-10-23,72818,30,-3988.2416651132926
221499,2011-10-23,51014L,12,-3994.2489069281655
221500,2011-10-23,23237,1,-3989.063884769909
221501,2011-10-23,23215,27,-3998.309648777953
221502,2011-10-23,20970,6,-3990.1130874906207
221503,2011-10-23,20727,13,-4005.004363644452
221504,2011-10-23,79321,5,-4011.2736761496467
221505,2011-10-23,21991,5,-4018.39414450324
221506,2011-10-23,22350,3,-4026.636713869059
221507,2011-10-23,22500,4,-4019.5810358102153
221508,2011-10-23,21615,6,-4021.7126597948163
221509,2011-10-23,71279,-1,-4024.669525503617
221510,2011-10-23,23090,14,-4022.140993344347
221511,2011-10-23,21704,3,-4037.4124823727766
221512,2011-10-23,22779,3,-4038.658600516615
221513,2011-10-23,21936,2,-4034.82573998221
221514,2011-10-23,22795,3,-4032.3020191104115
221515,2011-10-23,21558,2,-4030.678781468183
221516,2011-10-23,21289,16,-4022.3890162580237
221517,2011-10-23,23314,2,-4018.5305585590154
221518,2011-10-23,21993,7,-4025.4149827988617
221519,2011-10-23,21429,4,-4065.0202560956163
221520,2011-10-23,23088,6,-4072.1927014000103
221521,2011-10-23,23494,2,-4071.324409628801
221522,2011-10-23,23197,2,-4066.214612074903
221523,2011-10-23,22037,24,-4062.8805420373906
221524,2011-10-23,22556,1,-4162.327679986873
221525,2011-10-23,22866,23,-4198.530108887836
221526,2011-10-23,21121,1,-4562.344391994916
221527,2011-10-23,22619,3,-4560.226919198613
221528,2011-10-23,22696,5,-4555.90100899335
221529,2011-10-23,22435,10,-4543.934705959343
221530,2011-10-23,23308,3,-4560.510915413167
221531,2011-10-23,84535B,4,-4691.92331722763
221532,2011-10-23,23224,6,-4707.779781216144
221533,2011-10-23,22633,14,-4717.155452260286
221534,2011-10-23,21872,2,-4714.526875109471
221535,2011-10-23,15056N,2,-4759.8607021579155
221536,2011-10-23,22670,1,-4771.554842937773
221537,2011-10-23,85099F,2,-4910.219059373758
221538,2011-10-23,22961,36,-4882.452334894583
221539,2011-10-23,22617,4,-4894.763225383782
221540,2011-10-23,21794,2,-4896.863653107088
221541,2011-10-23,22283,3,-4891.0770522260145
221542,2011-10-23,21931,1,-4895.810160683191
221543,2011-10-23,22273,1,-4901.578135209325
221544,2011-10-23,23392,3,-4901.182861257092
221545,2011-10-23,23503,7,-4935.6481193651125
221546,2011-10-23,20749,4,-4930.041591180572
221547,2011-10-23,22267,1,-5041.629746239102
221548,2011-10-23,23356,13,-5034.1468680781345
221549,2011-10-23,23571,1,-5030.737087117965
221550,2011-10-23,22154,20,-5055.468025322667
221551,2011-10-23,23424,8,-5055.731910669187
221552,2011-10-23,23301,21,-5045.433543542033
221553,2011-10-23,23107,8,-5041.186315370733
221554,2011-10-23,22534,22,-5027.369812488328
221555,2011-10-23,90180A,6,-4982.860560935096
221556,2011-10-23,23320,12,-5001.915524784248
221557,2011-10-23,21928,1,-5000.582337623469
221558,2011-10-23,23101,9,-5001.76660290318
221559,2011-10-23,M,2,-4993.328455531687
221560,2011-10-23,22959,50,-5013.201106120159
221561,2011-10-23,22582,3,-5010.943306664891
221562,2011-10-23,48116,1,-5017.268729654284
221563,2011-10-23,22773,2,-5023.238417373377
221564,2011-10-23,85036C,12,-5008.900781122054
221565,2011-10-23,23205,24,-5002.718648767629
221566,2011-10-23,47518F,1,-5024.483657474603
221567,2011-10-23,22621,5,-5029.477396225758
221568,2011-10-23,23082,1,-5031.008312192676
221569,2011-10-23,22759,2,-5041.149310684672
221570,2011-10-23,22112,7,-5102.932605203696
221571,2011-10-23,22515,4,-5095.905588710062
221572,2011-10-23,23570,4,-5090.755549834312
221573,2011-10-23,22712,36,-5064.8199137425445
221574,2011-10-23,22735,5,-5065.602652807047
221575,2011-10-23,22991,6,-5069.268389444258
221576,2011-10-23,17012C,25,-5041.062838736833
221577,2011-10-23,20894,2,-5041.385447623476
221578,2011-10-23,21818,54,-5019.607510302467
221579,2011-10-23,17012A,10,-4997.476948770685
221580,2011-10-23,17012F,5,-4988.8602827615405
221581,2011-10-23,85169B,4,-4983.271721238667
221582,2011-10-23,21914,12,-5048.314036358774
221583,2011-10-23,23284,14,-5035.77205576451
221584,2011-10-23,21578,4,-5028.2265958143635
221585,2011-10-23,23336,1,-5026.781123610309
221586,2011-10-23,82482,15,-5164.250170025017
221587,2011-10-23,37340,6,-5202.221801679804
221588,2011-10-23,23354,24,-5211.253501382613
221589,2011-10-23,22271,3,-5215.790204337639
221590,2011-10-23,21899,6,-5208.891459687695
221591,2011-10-23,22113,12,-5195.7402006374805
221592,2011-10-23,21791,10,-5216.316283030878
221593,2011-10-23,23493,13,-5257.315324368296
221594,2011-10-23,23131,21,-5235.3771843784025
221595,2011-10-23,22382,6,-5259.741214544026
221596,2011-10-23,23349,3,-5314.376269078502
221597,2011-10-23,22695,1,-5311.693319253424
221598,2011-10-23,22561,60,-5252.535660724276
221599,2011-10-23,72817,9,-5246.710863180508
221600,2011-10-23,21976,2,-5333.197399724556
221601,2011-10-23,21411,4,-5327.786937561876
221602,2011-10-23,20974,4,-5328.468061086167
221603,2011-10-23,23348,1,-5340.036507037558
221604,2011-10-23,21592,1,-5341.526609784608
221605,2011-10-23,22362,1,-5337.205856540427
221606,2011-10-23,82552,2,-5333.950291887422
221607,2011-10-23,46000M,4,-5337.475101248256
221608,2011-10-23,22023,12,-5322.782682767047
221609,2011-10-23,22186,1,-5337.541003740622
221610,2011-10-23,47421,4,-5353.007926215335
221611,2011-10-23,22142,12,-5365.385095921574
221612,2011-10-23,22720,4,-5372.789288019819
221613,2011-10-23,23579,3,-5372.337349704173
221614,2011-10-23,84879,59,-5330.433340643685
221615,2011-10-23,21804,2,-5334.5736895777245
221616,2011-10-23,23418,4,-5384.711333598838
221617,2011-10-23,23389,10,-5380.223167314355
221618,2011-10-23,22191,2,-5376.239817781623
221619,2011-10-23,22114,10,-5408.806483552943
221620,2011-10-23,22774,12,-5405.84605353858
221621,2011-10-23,21889,9,-5404.393960419507
221622,2011-10-23,22312,2,-5400.730183573757
221623,2011-10-23,23413,1,-5398.740030374527
221624,2011-10-23,20981,4,-5402.1434017858855
221625,2011-10-23,22726,2,-5408.9465591769585
221626,2011-10-23,22838,1,-5405.933696443524
221627,2011-10-23,37413,23,-5384.390147051624
221628,2011-10-23,21974,6,-5385.758305502678
221629,2011-10-23,85152,1,-5751.395440149239
221630,2011-10-23,47599B,2,-5755.125048017742
221631,2011-10-23,22514,4,-5746.511346744006
221632,2011-10-23,22307,6,-5742.83862558984
221633,2011-10-23,23185,4,-5746.920904109364
221634,2011-10-23,20973,12,-5734.045878270483
221635,2011-10-23,35970,12,-5815.301111840748
221636,2011-10-23,21259,8,-5805.072327449214
221637,2011-10-23,10120,5,-5799.692834190219
221638,2011-10-23,22579,10,-5890.356727678203
221639,2011-10-23,21137,2,-5903.375317753147
221640,2011-10-23,20828,4,-5907.748607216534
221641,2011-10-23,21819,58,-5870.731772731226
221642,2011-10-23,22421,5,-5862.961243019581
221643,2011-10-23,84949,6,-5858.539281097992
221644,2011-10-23,21216,1,-5856.775020268902
221645,2011-10-23,23254,2,-5850.8984842770715
221646,2011-10-23,85049E,12,-5859.337987869965
221647,2011-10-23,21314,4,-5852.290539317871
221648,2011-10-23,23390,8,-5843.583054159084
221649,2011-10-23,22629,4,-5843.284863526894
221650,2011-10-23,35095B,12,-5834.501169001717
221651,2011-10-23,22287,1,-5945.619766950584
221652,2011-10-23,21504,24,-5929.990633853554
221653,2011-10-23,84077,48,-6326.315133309663
221654,2011-10-23,23515,3,-6326.932269978163
221655,2011-10-23,20725,14,-6351.505980589503
221656,2011-10-23,23163,1,-6364.794342052995
221657,2011-10-23,21670,2,-6360.285669151225
221658,2011-10-23,22173,1,-6362.46958414396
221659,2011-10-23,21992,24,-6349.5080340176955
221660,2011-10-23,23047,1,-6346.810621384732
221661,2011-10-23,23518,3,-6344.038589360215
221662,2011-10-23,22557,8,-6430.670715169039
221663,2011-10-23,23357,6,-6425.412771998778
221664,2011-10-23,21222,3,-6419.860991176558
221665,2011-10-23,23499,14,-6424.465081261382
221666,2011-10-23,22965,1,-6421.546111403111
221667,2011-10-23,22333,16,-6417.830800595071
221668,2011-10-23,22708,25,-6390.259771159505
221669,2011-10-23,48111,1,-6386.480260986218
221670,2011-10-23,23393,8,-6383.469750132613
221671,2011-10-23,22654,1,-6381.853718019855
221672,2011-10-23,22641,3,-6380.720626433913
221673,2011-10-23,23342,1,-6377.856151081749
221674,2011-10-23,85038,6,-6372.414045213025
221675,2011-10-23,21817,4,-6399.482590472514
